Height	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
82.4	-0.3833	10.7641	0.08909	8.285	8.818	9.151	9.334	9.626	9.83	10.143	10.764	11.439	11.825	12.097	12.516	12.799	13.359	14.399
82.5	-0.3833	10.7874	0.08908	8.303	8.837	9.171	9.354	9.647	9.852	10.165	10.787	11.463	11.851	12.123	12.543	12.827	13.387	14.43
82.6	-0.3833	10.8108	0.08907	8.322	8.857	9.191	9.375	9.668	9.873	10.187	10.811	11.488	11.876	12.149	12.57	12.854	13.416	14.461
82.7	-0.3833	10.8343	0.08907	8.34	8.876	9.211	9.395	9.689	9.895	10.21	10.834	11.513	11.902	12.176	12.598	12.882	13.445	14.492
82.8	-0.3833	10.8578	0.08906	8.358	8.895	9.231	9.416	9.71	9.916	10.232	10.858	11.538	11.928	12.202	12.625	12.91	13.474	14.523
82.9	-0.3833	10.8814	0.08905	8.377	8.915	9.251	9.436	9.731	9.938	10.254	10.881	11.563	11.953	12.228	12.652	12.938	13.503	14.554
83	-0.3833	10.9051	0.08905	8.395	8.934	9.271	9.457	9.753	9.96	10.276	10.905	11.588	11.98	12.255	12.679	12.966	13.532	14.586
83.1	-0.3833	10.9289	0.08904	8.413	8.954	9.292	9.477	9.774	9.981	10.299	10.929	11.614	12.006	12.281	12.707	12.994	13.561	14.617
83.2	-0.3833	10.9527	0.08903	8.432	8.974	9.312	9.498	9.795	10.003	10.321	10.953	11.639	12.032	12.308	12.734	13.022	13.591	14.648
83.3	-0.3833	10.9767	0.08903	8.45	8.993	9.332	9.519	9.817	10.025	10.344	10.977	11.664	12.058	12.335	12.762	13.051	13.62	14.68
83.4	-0.3833	11.0007	0.08902	8.469	9.013	9.353	9.54	9.838	10.047	10.367	11.001	11.69	12.084	12.362	12.79	13.079	13.65	14.712
83.5	-0.3833	11.0248	0.08902	8.488	9.033	9.373	9.561	9.86	10.069	10.389	11.025	11.715	12.111	12.389	12.818	13.108	13.68	14.744
83.6	-0.3833	11.0489	0.08901	8.506	9.053	9.394	9.582	9.882	10.091	10.412	11.049	11.741	12.137	12.416	12.846	13.136	13.709	14.776
83.7	-0.3833	11.0731	0.08901	8.525	9.073	9.415	9.603	9.903	10.113	10.435	11.073	11.767	12.164	12.443	12.874	13.165	13.739	14.808
83.8	-0.3833	11.0974	0.089	8.544	9.093	9.435	9.624	9.925	10.136	10.458	11.097	11.792	12.19	12.47	12.902	13.193	13.769	14.84
83.9	-0.3833	11.1218	0.089	8.563	9.113	9.456	9.645	9.947	10.158	10.481	11.122	11.818	12.217	12.498	12.93	13.222	13.799	14.873
84	-0.3833	11.1462	0.08899	8.582	9.133	9.477	9.667	9.969	10.18	10.504	11.146	11.844	12.244	12.525	12.958	13.251	13.829	14.905
84.1	-0.3833	11.1707	0.08899	8.601	9.153	9.498	9.688	9.991	10.203	10.527	11.171	11.87	12.27	12.552	12.987	13.28	13.86	14.938
84.2	-0.3833	11.1952	0.08899	8.62	9.173	9.519	9.709	10.013	10.225	10.55	11.195	11.896	12.297	12.58	13.015	13.309	13.89	14.971
84.3	-0.3833	11.2198	0.08898	8.639	9.193	9.54	9.731	10.035	10.248	10.573	11.22	11.922	12.324	12.607	13.044	13.338	13.92	15.003
84.4	-0.3833	11.2444	0.08898	8.658	9.214	9.561	9.752	10.057	10.27	10.597	11.244	11.948	12.351	12.635	13.072	13.368	13.951	15.036
84.5	-0.3833	11.2691	0.08897	8.677	9.234	9.582	9.774	10.079	10.293	10.62	11.269	11.974	12.378	12.663	13.101	13.397	13.981	15.068
84.6	-0.3833	11.2939	0.08897	8.696	9.254	9.603	9.795	10.101	10.315	10.643	11.294	12.001	12.406	12.69	13.13	13.426	14.012	15.101
84.7	-0.3833	11.3187	0.08897	8.715	9.275	9.624	9.817	10.123	10.338	10.667	11.319	12.027	12.433	12.718	13.158	13.456	14.043	15.135
84.8	-0.3833	11.3435	0.08897	8.734	9.295	9.645	9.838	10.146	10.361	10.69	11.344	12.054	12.46	12.746	13.187	13.485	14.073	15.168
84.9	-0.3833	11.3684	0.08896	8.754	9.316	9.667	9.86	10.168	10.384	10.714	11.368	12.08	12.487	12.774	13.216	13.514	14.104	15.201
85	-0.3833	11.3934	0.08896	8.773	9.336	9.688	9.881	10.19	10.406	10.737	11.393	12.106	12.515	12.802	13.245	13.544	14.135	15.234
85.1	-0.3833	11.4183	0.08896	8.792	9.356	9.709	9.903	10.213	10.429	10.761	11.418	12.133	12.542	12.83	13.274	13.574	14.166	15.267
85.2	-0.3833	11.4434	0.08896	8.811	9.377	9.73	9.925	10.235	10.452	10.784	11.443	12.16	12.57	12.858	13.303	13.604	14.197	15.301
85.3	-0.3833	11.4684	0.08895	8.831	9.398	9.752	9.947	10.258	10.475	10.808	11.468	12.186	12.597	12.886	13.332	13.633	14.228	15.334
85.4	-0.3833	11.4935	0.08895	8.85	9.418	9.773	9.968	10.28	10.498	10.832	11.494	12.213	12.625	12.914	13.361	13.663	14.259	15.367
85.5	-0.3833	11.5186	0.08895	8.87	9.439	9.794	9.99	10.303	10.521	10.855	11.519	12.239	12.652	12.943	13.39	13.693	14.29	15.401
85.6	-0.3833	11.5437	0.08895	8.889	9.459	9.816	10.012	10.325	10.544	10.879	11.544	12.266	12.68	12.971	13.42	13.723	14.321	15.434
85.7	-0.3833	11.5689	0.08895	8.908	9.48	9.837	10.034	10.348	10.567	10.903	11.569	12.293	12.707	12.999	13.449	13.753	14.352	15.468
85.8	-0.3833	11.594	0.08895	8.928	9.501	9.859	10.056	10.37	10.59	10.926	11.594	12.32	12.735	13.027	13.478	13.782	14.384	15.502
85.9	-0.3833	11.6192	0.08895	8.947	9.521	9.88	10.077	10.393	10.613	10.95	11.619	12.346	12.763	13.056	13.507	13.812	14.415	15.535
86	-0.3833	11.6444	0.08895	8.966	9.542	9.901	10.099	10.415	10.636	10.974	11.644	12.373	12.79	13.084	13.537	13.842	14.446	15.569
86.1	-0.3833	11.6696	0.08895	8.986	9.563	9.923	10.121	10.438	10.659	10.998	11.67	12.4	12.818	13.112	13.566	13.872	14.477	15.603
86.2	-0.3833	11.6948	0.08895	9.005	9.583	9.944	10.143	10.46	10.682	11.021	11.695	12.427	12.846	13.141	13.595	13.902	14.509	15.636
86.3	-0.3833	11.7201	0.08895	9.025	9.604	9.966	10.165	10.483	10.705	11.045	11.72	12.454	12.873	13.169	13.625	13.932	14.54	15.67
86.4	-0.3833	11.7453	0.08895	9.044	9.625	9.987	10.187	10.505	10.728	11.069	11.745	12.48	12.901	13.197	13.654	13.962	14.571	15.704
86.5	-0.3833	11.7705	0.08895	9.064	9.645	10.009	10.209	10.528	10.751	11.093	11.771	12.507	12.929	13.226	13.683	13.992	14.603	15.738
86.6	-0.3833	11.7957	0.08895	9.083	9.666	10.03	10.231	10.55	10.774	11.116	11.796	12.534	12.956	13.254	13.712	14.022	14.634	15.771
86.7	-0.3833	11.8209	0.08895	9.102	9.687	10.051	10.252	10.573	10.797	11.14	11.821	12.561	12.984	13.282	13.742	14.052	14.665	15.805
86.8	-0.3833	11.8461	0.08895	9.122	9.707	10.073	10.274	10.595	10.82	11.164	11.846	12.587	13.012	13.311	13.771	14.082	14.696	15.839
86.9	-0.3833	11.8713	0.08896	9.141	9.728	10.094	10.296	10.618	10.843	11.188	11.871	12.614	13.04	13.339	13.801	14.112	14.728	15.873
87	-0.3833	11.8965	0.08896	9.16	9.748	10.116	10.318	10.64	10.866	11.211	11.897	12.641	13.067	13.367	13.83	14.142	14.759	15.907
87.1	-0.3833	11.9217	0.08896	9.18	9.769	10.137	10.34	10.663	10.889	11.235	11.922	12.668	13.095	13.396	13.859	14.172	14.79	15.94
87.2	-0.3833	11.9468	0.08896	9.199	9.789	10.158	10.361	10.685	10.912	11.259	11.947	12.694	13.123	13.424	13.888	14.202	14.822	15.974
87.3	-0.3833	11.972	0.08896	9.218	9.81	10.18	10.383	10.708	10.935	11.282	11.972	12.721	13.15	13.452	13.918	14.232	14.853	16.008
87.4	-0.3833	11.9971	0.08897	9.237	9.831	10.201	10.405	10.73	10.958	11.306	11.997	12.748	13.178	13.481	13.947	14.262	14.884	16.042
87.5	-0.3833	12.0223	0.08897	9.257	9.851	10.222	10.427	10.753	10.981	11.33	12.022	12.775	13.206	13.509	13.976	14.292	14.916	16.075
87.6	-0.3833	12.0474	0.08897	9.276	9.872	10.244	10.449	10.775	11.004	11.353	12.047	12.801	13.233	13.537	14.006	14.322	14.947	16.109
87.7	-0.3833	12.0725	0.08898	9.295	9.892	10.265	10.47	10.798	11.026	11.377	12.073	12.828	13.261	13.565	14.035	14.352	14.978	16.143
87.8	-0.3833	12.0976	0.08898	9.315	9.913	10.286	10.492	10.82	11.049	11.401	12.098	12.855	13.288	13.594	14.064	14.382	15.009	16.177
87.9	-0.3833	12.1227	0.08898	9.334	9.933	10.308	10.514	10.842	11.072	11.424	12.123	12.882	13.316	13.622	14.093	14.412	15.041	16.21
88	-0.3833	12.1478	0.08899	9.353	9.954	10.329	10.535	10.865	11.095	11.448	12.148	12.908	13.344	13.65	14.123	14.442	15.072	16.244
88.1	-0.3833	12.1728	0.08899	9.372	9.974	10.35	10.557	10.887	11.118	11.471	12.173	12.935	13.371	13.678	14.152	14.472	15.103	16.278
88.2	-0.3833	12.1978	0.089	9.391	9.994	10.371	10.578	10.909	11.141	11.495	12.198	12.962	13.399	13.707	14.181	14.502	15.135	16.312
88.3	-0.3833	12.2229	0.089	9.411	10.015	10.392	10.6	10.932	11.164	11.519	12.223	12.988	13.426	13.735	14.21	14.531	15.166	16.345
88.4	-0.3833	12.2479	0.08901	9.43	10.035	10.413	10.622	10.954	11.186	11.542	12.248	13.015	13.454	13.763	14.24	14.561	15.197	16.379
88.5	-0.3833	12.2729	0.08901	9.449	10.056	10.435	10.643	10.976	11.209	11.566	12.273	13.041	13.481	13.791	14.269	14.591	15.228	16.413
88.6	-0.3833	12.2978	0.08902	9.468	10.076	10.456	10.665	10.999	11.232	11.589	12.298	13.068	13.509	13.819	14.298	14.621	15.259	16.447
88.7	-0.3833	12.3228	0.08902	9.487	10.096	10.477	10.687	11.021	11.255	11.613	12.323	13.095	13.536	13.847	14.327	14.651	15.29	16.48
88.8	-0.3833	12.3477	0.08903	9.506	10.116	10.498	10.708	11.043	11.277	11.636	12.348	13.121	13.564	13.876	14.356	14.681	15.322	16.514
88.9	-0.3833	12.3727	0.08903	9.525	10.137	10.519	10.73	11.065	11.3	11.66	12.373	13.148	13.591	13.904	14.385	14.71	15.353	16.547
89	-0.3833	12.3976	0.08904	9.544	10.157	10.54	10.751	11.088	11.323	11.683	12.398	13.174	13.619	13.932	14.414	14.74	15.384	16.581
89.1	-0.3833	12.4225	0.08904	9.563	10.178	10.561	10.773	11.11	11.345	11.706	12.423	13.201	13.646	13.96	14.443	14.77	15.415	16.615
89.2	-0.3833	12.4474	0.08905	9.582	10.198	10.582	10.794	11.132	11.368	11.73	12.447	13.227	13.674	13.988	14.473	14.8	15.446	16.648
89.3	-0.3833	12.4723	0.08906	9.601	10.218	10.603	10.816	11.154	11.391	11.753	12.472	13.254	13.701	14.016	14.502	14.83	15.477	16.682
89.4	-0.3833	12.4971	0.08906	9.62	10.238	10.624	10.837	11.176	11.413	11.777	12.497	13.28	13.728	14.044	14.531	14.859	15.508	16.716
89.5	-0.3833	12.522	0.08907	9.639	10.258	10.645	10.858	11.198	11.436	11.8	12.522	13.307	13.756	14.072	14.56	14.889	15.54	16.749
89.6	-0.3833	12.5468	0.08908	9.658	10.278	10.666	10.88	11.22	11.459	11.823	12.547	13.333	13.783	14.1	14.589	14.919	15.571	16.783
89.7	-0.3833	12.5717	0.08909	9.677	10.299	10.687	10.901	11.243	11.481	11.847	12.572	13.36	13.811	14.129	14.618	14.949	15.602	16.817
89.8	-0.3833	12.5965	0.08909	9.696	10.319	10.708	10.923	11.265	11.504	11.87	12.597	13.386	13.838	14.156	14.647	14.978	15.633	16.85
89.9	-0.3833	12.6213	0.0891	9.715	10.339	10.729	10.944	11.287	11.526	11.893	12.621	13.412	13.866	14.184	14.676	15.008	15.664	16.884
90	-0.3833	12.6461	0.08911	9.733	10.359	10.75	10.965	11.309	11.549	11.917	12.646	13.439	13.893	14.213	14.705	15.038	15.695	16.918
90.1	-0.3833	12.6709	0.08912	9.752	10.379	10.771	10.987	11.331	11.571	11.94	12.671	13.465	13.92	14.241	14.734	15.068	15.726	16.952
90.2	-0.3833	12.6957	0.08912	9.771	10.4	10.792	11.008	11.353	11.594	11.963	12.696	13.492	13.948	14.268	14.763	15.097	15.757	16.985
90.3	-0.3833	12.7205	0.08913	9.79	10.42	10.813	11.03	11.375	11.617	11.986	12.721	13.518	13.975	14.297	14.792	15.127	15.788	17.018
90.4	-0.3833	12.7453	0.08914	9.809	10.44	10.834	11.051	11.397	11.639	12.01	12.745	13.545	14.002	14.325	14.821	15.157	15.819	17.052
90.5	-0.3833	12.77	0.08915	9.828	10.46	10.855	11.072	11.419	11.662	12.033	12.77	13.571	14.03	14.353	14.85	15.186	15.85	17.086
90.6	-0.3833	12.7948	0.08916	9.846	10.48	10.876	11.093	11.441	11.684	12.056	12.795	13.597	14.057	14.381	14.879	15.216	15.882	17.12
90.7	-0.3833	12.8196	0.08917	9.865	10.5	10.896	11.115	11.463	11.707	12.08	12.82	13.624	14.084	14.409	14.908	15.246	15.913	17.153
90.8	-0.3833	12.8443	0.08918	9.884	10.52	10.917	11.136	11.485	11.729	12.103	12.844	13.65	14.112	14.437	14.937	15.276	15.944	17.187
90.9	-0.3833	12.8691	0.08919	9.903	10.54	10.938	11.157	11.507	11.752	12.126	12.869	13.677	14.139	14.465	14.967	15.306	15.975	17.221
91	-0.3833	12.8939	0.0892	9.922	10.56	10.959	11.179	11.529	11.774	12.149	12.894	13.703	14.167	14.493	14.996	15.335	16.006	17.255
91.1	-0.3833	12.9186	0.08921	9.94	10.58	10.98	11.2	11.551	11.797	12.173	12.919	13.729	14.194	14.521	15.025	15.365	16.037	17.288
91.2	-0.3833	12.9434	0.08922	9.959	10.6	11.001	11.221	11.573	11.819	12.196	12.943	13.756	14.221	14.549	15.054	15.395	16.069	17.322
91.3	-0.3833	12.9681	0.08923	9.978	10.62	11.021	11.243	11.595	11.842	12.219	12.968	13.782	14.249	14.577	15.083	15.424	16.1	17.356
91.4	-0.3833	12.9929	0.08924	9.997	10.64	11.042	11.264	11.617	11.864	12.242	12.993	13.809	14.276	14.605	15.112	15.454	16.131	17.389
91.5	-0.3833	13.0177	0.08925	10.015	10.66	11.063	11.285	11.639	11.887	12.266	13.018	13.835	14.303	14.633	15.141	15.484	16.162	17.423
91.6	-0.3833	13.0424	0.08926	10.034	10.68	11.084	11.306	11.661	11.909	12.289	13.042	13.862	14.331	14.661	15.17	15.514	16.193	17.457
91.7	-0.3833	13.0672	0.08927	10.053	10.7	11.105	11.328	11.683	11.932	12.312	13.067	13.888	14.358	14.689	15.199	15.544	16.224	17.491
91.8	-0.3833	13.092	0.08928	10.072	10.721	11.126	11.349	11.705	11.954	12.335	13.092	13.914	14.385	14.717	15.228	15.573	16.256	17.525
91.9	-0.3833	13.1167	0.0893	10.09	10.74	11.146	11.37	11.727	11.976	12.358	13.117	13.941	14.413	14.745	15.257	15.603	16.287	17.559
92	-0.3833	13.1415	0.08931	10.109	10.76	11.167	11.391	11.749	11.999	12.382	13.142	13.967	14.44	14.773	15.287	15.633	16.318	17.593
92.1	-0.3833	13.1663	0.08932	10.128	10.78	11.188	11.413	11.771	12.021	12.405	13.166	13.994	14.468	14.801	15.316	15.663	16.349	17.626
92.2	-0.3833	13.1911	0.08933	10.147	10.8	11.209	11.434	11.793	12.044	12.428	13.191	14.02	14.495	14.829	15.345	15.693	16.381	17.66
92.3	-0.3833	13.2158	0.08934	10.165	10.82	11.23	11.455	11.815	12.066	12.451	13.216	14.047	14.522	14.857	15.374	15.723	16.412	17.694
92.4	-0.3833	13.2406	0.08936	10.184	10.84	11.25	11.476	11.837	12.089	12.475	13.241	14.073	14.55	14.886	15.403	15.753	16.443	17.728
92.5	-0.3833	13.2654	0.08937	10.203	10.86	11.271	11.498	11.859	12.111	12.498	13.265	14.1	14.577	14.914	15.432	15.783	16.475	17.762
92.6	-0.3833	13.2902	0.08938	10.221	10.88	11.292	11.519	11.881	12.134	12.521	13.29	14.126	14.605	14.942	15.461	15.812	16.506	17.796
92.7	-0.3833	13.3151	0.0894	10.24	10.9	11.313	11.54	11.903	12.156	12.545	13.315	14.153	14.632	14.97	15.491	15.843	16.538	17.831
92.8	-0.3833	13.3399	0.08941	10.259	10.92	11.334	11.562	11.925	12.179	12.568	13.34	14.179	14.66	14.998	15.52	15.872	16.569	17.864
92.9	-0.3833	13.3647	0.08942	10.278	10.941	11.355	11.583	11.947	12.201	12.591	13.365	14.206	14.687	15.026	15.549	15.902	16.6	17.898
93	-0.3833	13.3896	0.08944	10.296	10.96	11.375	11.604	11.969	12.224	12.614	13.39	14.232	14.715	15.055	15.579	15.933	16.632	17.933
93.1	-0.3833	13.4145	0.08945	10.315	10.981	11.396	11.626	11.991	12.246	12.638	13.415	14.259	14.742	15.083	15.608	15.963	16.663	17.967
93.2	-0.3833	13.4394	0.08947	10.334	11	11.417	11.647	12.013	12.269	12.661	13.439	14.286	14.77	15.111	15.637	15.993	16.695	18.001
93.3	-0.3833	13.4643	0.08948	10.352	11.021	11.438	11.668	12.035	12.292	12.684	13.464	14.312	14.798	15.14	15.667	16.023	16.726	18.035
93.4	-0.3833	13.4892	0.08949	10.371	11.041	11.459	11.69	12.057	12.314	12.708	13.489	14.339	14.825	15.168	15.696	16.053	16.758	18.069
93.5	-0.3833	13.5142	0.08951	10.39	11.061	11.48	11.711	12.079	12.337	12.731	13.514	14.365	14.853	15.196	15.726	16.083	16.789	18.104
93.6	-0.3833	13.5391	0.08952	10.409	11.081	11.501	11.732	12.101	12.359	12.755	13.539	14.392	14.881	15.224	15.755	16.113	16.821	18.138
93.7	-0.3833	13.5641	0.08954	10.427	11.101	11.522	11.754	12.123	12.382	12.778	13.564	14.419	14.908	15.253	15.784	16.143	16.853	18.173
93.8	-0.3833	13.5892	0.08955	10.446	11.121	11.543	11.775	12.146	12.405	12.802	13.589	14.446	14.936	15.281	15.814	16.174	16.884	18.207
93.9	-0.3833	13.6142	0.08957	10.465	11.141	11.564	11.796	12.168	12.427	12.825	13.614	14.472	14.964	15.31	15.844	16.204	16.916	18.242
94	-0.3833	13.6393	0.08959	10.484	11.161	11.585	11.818	12.19	12.45	12.848	13.639	14.499	14.992	15.339	15.873	16.235	16.948	18.277
94.1	-0.3833	13.6644	0.0896	10.503	11.182	11.606	11.839	12.212	12.473	12.872	13.664	14.526	15.02	15.367	15.903	16.265	16.98	18.311
94.2	-0.3833	13.6895	0.08962	10.521	11.202	11.627	11.861	12.234	12.495	12.895	13.69	14.553	15.047	15.396	15.933	16.295	17.012	18.346
94.3	-0.3833	13.7146	0.08963	10.54	11.222	11.648	11.882	12.256	12.518	12.919	13.715	14.58	15.075	15.424	15.962	16.326	17.044	18.38
94.4	-0.3833	13.7398	0.08965	10.559	11.242	11.669	11.904	12.279	12.541	12.943	13.74	14.607	15.103	15.453	15.992	16.356	17.076	18.415
94.5	-0.3833	13.765	0.08967	10.578	11.262	11.69	11.925	12.301	12.564	12.966	13.765	14.634	15.131	15.482	16.022	16.387	17.108	18.45
94.6	-0.3833	13.7902	0.08968	10.597	11.283	11.711	11.947	12.323	12.587	12.99	13.79	14.661	15.159	15.51	16.052	16.417	17.14	18.485
94.7	-0.3833	13.8155	0.0897	10.616	11.303	11.732	11.968	12.346	12.609	13.013	13.816	14.688	15.187	15.539	16.082	16.448	17.172	18.52
94.8	-0.3833	13.8408	0.08972	10.635	11.323	11.753	11.99	12.368	12.632	13.037	13.841	14.715	15.215	15.568	16.112	16.479	17.204	18.555
94.9	-0.3833	13.8661	0.08974	10.654	11.343	11.774	12.011	12.39	12.655	13.061	13.866	14.742	15.244	15.597	16.142	16.51	17.237	18.59
95	-0.3833	13.8914	0.08975	10.673	11.364	11.795	12.033	12.413	12.678	13.084	13.891	14.769	15.272	15.625	16.171	16.54	17.269	18.625
95.1	-0.3833	13.9168	0.08977	10.692	11.384	11.816	12.055	12.435	12.701	13.108	13.917	14.796	15.3	15.654	16.201	16.571	17.301	18.66
95.2	-0.3833	13.9422	0.08979	10.711	11.404	11.838	12.076	12.457	12.724	13.132	13.942	14.823	15.328	15.683	16.232	16.602	17.333	18.696
95.3	-0.3833	13.9676	0.08981	10.73	11.424	11.859	12.098	12.48	12.747	13.156	13.968	14.85	15.356	15.712	16.262	16.633	17.366	18.731
95.4	-0.3833	13.9931	0.08983	10.749	11.445	11.88	12.12	12.502	12.77	13.18	13.993	14.878	15.385	15.742	16.292	16.664	17.399	18.766
95.5	-0.3833	14.0186	0.08984	10.768	11.465	11.901	12.142	12.525	12.793	13.203	14.019	14.905	15.413	15.77	16.322	16.694	17.431	18.801
95.6	-0.3833	14.0441	0.08986	10.787	11.486	11.923	12.163	12.547	12.816	13.227	14.044	14.932	15.441	15.8	16.352	16.725	17.463	18.837
95.7	-0.3833	14.0697	0.08988	10.806	11.506	11.944	12.185	12.57	12.839	13.251	14.07	14.96	15.47	15.829	16.383	16.757	17.496	18.872
95.8	-0.3833	14.0953	0.0899	10.825	11.527	11.965	12.207	12.592	12.862	13.275	14.095	14.987	15.498	15.858	16.413	16.788	17.529	18.908
95.9	-0.3833	14.1209	0.08992	10.844	11.547	11.987	12.229	12.615	12.885	13.299	14.121	15.015	15.527	15.887	16.443	16.819	17.561	18.944
96	-0.3833	14.1466	0.08994	10.863	11.568	12.008	12.251	12.638	12.908	13.323	14.147	15.042	15.555	15.917	16.474	16.85	17.594	18.979
96.1	-0.3833	14.1724	0.08996	10.882	11.588	12.029	12.273	12.66	12.932	13.347	14.172	15.07	15.584	15.946	16.504	16.882	17.627	19.015
96.2	-0.3833	14.1981	0.08998	10.901	11.609	12.051	12.294	12.683	12.955	13.371	14.198	15.097	15.613	15.975	16.535	16.913	17.66	19.051
96.3	-0.3833	14.2239	0.09	10.921	11.629	12.072	12.316	12.706	12.978	13.395	14.224	15.125	15.641	16.005	16.566	16.944	17.693	19.087
96.4	-0.3833	14.2498	0.09002	10.94	11.65	12.094	12.338	12.729	13.002	13.42	14.25	15.153	15.67	16.034	16.596	16.976	17.726	19.123
96.5	-0.3833	14.2757	0.09004	10.959	11.671	12.115	12.361	12.751	13.025	13.444	14.276	15.18	15.699	16.064	16.627	17.007	17.759	19.159
96.6	-0.3833	14.3016	0.09006	10.978	11.691	12.137	12.383	12.774	13.048	13.468	14.302	15.208	15.728	16.094	16.658	17.039	17.792	19.195
96.7	-0.3833	14.3276	0.09008	10.998	11.712	12.159	12.405	12.797	13.072	13.492	14.328	15.236	15.757	16.123	16.689	17.071	17.826	19.232
96.8	-0.3833	14.3537	0.0901	11.017	11.733	12.18	12.427	12.82	13.095	13.517	14.354	15.264	15.786	16.153	16.72	17.102	17.859	19.268
96.9	-0.3833	14.3798	0.09012	11.037	11.754	12.202	12.449	12.843	13.119	13.541	14.38	15.292	15.815	16.183	16.751	17.134	17.892	19.304
97	-0.3833	14.4059	0.09015	11.056	11.774	12.224	12.471	12.866	13.142	13.566	14.406	15.32	15.844	16.213	16.782	17.166	17.926	19.341
97.1	-0.3833	14.4321	0.09017	11.075	11.795	12.245	12.493	12.889	13.166	13.59	14.432	15.348	15.873	16.243	16.813	17.198	17.96	19.378
97.2	-0.3833	14.4584	0.09019	11.095	11.816	12.267	12.516	12.912	13.19	13.615	14.458	15.376	15.902	16.273	16.844	17.23	17.993	19.415
97.3	-0.3833	14.4848	0.09021	11.114	11.837	12.289	12.538	12.936	13.214	13.639	14.485	15.405	15.932	16.303	16.876	17.262	18.027	19.451
97.4	-0.3833	14.5112	0.09023	11.134	11.858	12.311	12.561	12.959	13.237	13.664	14.511	15.433	15.961	16.333	16.907	17.295	18.061	19.488
97.5	-0.3833	14.5376	0.09026	11.153	11.879	12.333	12.583	12.982	13.261	13.689	14.538	15.461	15.991	16.364	16.939	17.327	18.095	19.526
97.6	-0.3833	14.5642	0.09028	11.173	11.9	12.355	12.606	13.005	13.285	13.713	14.564	15.49	16.02	16.394	16.97	17.36	18.129	19.563
97.7	-0.3833	14.5908	0.0903	11.193	11.922	12.377	12.628	13.029	13.309	13.738	14.591	15.518	16.05	16.424	17.002	17.392	18.163	19.6
97.8	-0.3833	14.6174	0.09033	11.212	11.943	12.399	12.651	13.052	13.333	13.763	14.617	15.547	16.08	16.455	17.034	17.425	18.198	19.638
97.9	-0.3833	14.6442	0.09035	11.232	11.964	12.421	12.673	13.076	13.357	13.788	14.644	15.576	16.109	16.485	17.065	17.457	18.232	19.675
98	-0.3833	14.671	0.09037	11.252	11.985	12.444	12.696	13.099	13.381	13.813	14.671	15.604	16.139	16.516	17.097	17.49	18.266	19.712
98.1	-0.3833	14.6979	0.0904	11.272	12.007	12.466	12.719	13.123	13.405	13.838	14.698	15.633	16.169	16.547	17.13	17.523	18.301	19.751
98.2	-0.3833	14.7248	0.09042	11.292	12.028	12.488	12.742	13.146	13.43	13.863	14.725	15.662	16.199	16.578	17.161	17.556	18.336	19.788
98.3	-0.3833	14.7519	0.09044	11.312	12.05	12.511	12.765	13.17	13.454	13.889	14.752	15.691	16.23	16.609	17.194	17.589	18.37	19.826
98.4	-0.3833	14.779	0.09047	11.332	12.071	12.533	12.788	13.194	13.478	13.914	14.779	15.72	16.26	16.64	17.226	17.622	18.405	19.864
98.5	-0.3833	14.8062	0.09049	11.352	12.093	12.556	12.811	13.218	13.503	13.939	14.806	15.749	16.29	16.671	17.258	17.655	18.44	19.902
98.6	-0.3833	14.8334	0.09052	11.372	12.114	12.578	12.834	13.242	13.527	13.965	14.833	15.779	16.321	16.702	17.291	17.689	18.476	19.941
98.7	-0.3833	14.8608	0.09054	11.392	12.136	12.601	12.857	13.266	13.552	13.99	14.861	15.808	16.351	16.734	17.324	17.722	18.511	19.979
98.8	-0.3833	14.8882	0.09057	11.412	12.158	12.623	12.88	13.29	13.577	14.016	14.888	15.838	16.382	16.765	17.356	17.756	18.546	20.018
98.9	-0.3833	14.9157	0.09059	11.433	12.179	12.646	12.904	13.314	13.601	14.041	14.916	15.867	16.412	16.797	17.389	17.79	18.581	20.056
99	-0.3833	14.9434	0.09062	11.453	12.201	12.669	12.927	13.338	13.626	14.067	14.943	15.897	16.443	16.828	17.422	17.824	18.617	20.096
99.1	-0.3833	14.9711	0.09064	11.474	12.223	12.692	12.951	13.363	13.651	14.093	14.971	15.927	16.474	16.86	17.455	17.857	18.653	20.134
99.2	-0.3833	14.9989	0.09067	11.494	12.245	12.715	12.974	13.387	13.676	14.119	14.999	15.956	16.505	16.892	17.489	17.892	18.689	20.174
99.3	-0.3833	15.0267	0.09069	11.515	12.267	12.738	12.998	13.412	13.701	14.145	15.027	15.986	16.536	16.924	17.522	17.926	18.724	20.213
99.4	-0.3833	15.0547	0.09072	11.535	12.29	12.761	13.021	13.436	13.726	14.171	15.055	16.016	16.568	16.956	17.555	17.96	18.761	20.252
99.5	-0.3833	15.0828	0.09075	11.556	12.312	12.784	13.045	13.461	13.752	14.197	15.083	16.047	16.599	16.988	17.589	17.995	18.797	20.292
99.6	-0.3833	15.1109	0.09077	11.577	12.334	12.808	13.069	13.485	13.777	14.224	15.111	16.077	16.63	17.02	17.622	18.029	18.833	20.332
99.7	-0.3833	15.1392	0.0908	11.597	12.356	12.831	13.093	13.51	13.802	14.25	15.139	16.107	16.662	17.053	17.656	18.064	18.87	20.372
