Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
439	1	45.5257	0.03009	41.292	42.339	42.949	43.272	43.77	44.106	44.602	45.526	46.45	46.945	47.281	47.779	48.102	48.712	49.759
440	1	45.5332	0.03009	41.299	42.346	42.956	43.28	43.777	44.113	44.609	45.533	46.457	46.953	47.289	47.787	48.11	48.721	49.767
441	1	45.5408	0.03009	41.306	42.353	42.964	43.287	43.785	44.121	44.617	45.541	46.465	46.961	47.297	47.795	48.118	48.729	49.775
442	1	45.5483	0.03009	41.313	42.36	42.971	43.294	43.792	44.128	44.624	45.548	46.473	46.969	47.305	47.803	48.126	48.737	49.784
443	1	45.5558	0.03008	41.321	42.368	42.979	43.302	43.8	44.136	44.632	45.556	46.48	46.976	47.312	47.81	48.133	48.744	49.79
444	1	45.5632	0.03008	41.328	42.375	42.985	43.309	43.807	44.143	44.639	45.563	46.488	46.984	47.32	47.818	48.141	48.752	49.798
445	1	45.5706	0.03008	41.335	42.382	42.992	43.316	43.814	44.15	44.646	45.571	46.495	46.991	47.327	47.825	48.149	48.759	49.807
446	1	45.5781	0.03008	41.341	42.389	43	43.323	43.821	44.157	44.653	45.578	46.503	46.999	47.335	47.833	48.157	48.767	49.815
447	1	45.5854	0.03008	41.348	42.395	43.006	43.33	43.828	44.164	44.661	45.585	46.51	47.007	47.343	47.841	48.164	48.775	49.823
448	1	45.5928	0.03007	41.356	42.403	43.014	43.338	43.836	44.172	44.668	45.593	46.518	47.014	47.35	47.848	48.171	48.782	49.829
449	1	45.6002	0.03007	41.363	42.41	43.021	43.345	43.843	44.179	44.675	45.6	46.525	47.021	47.357	47.856	48.179	48.79	49.838
450	1	45.6075	0.03007	41.37	42.417	43.028	43.352	43.85	44.186	44.682	45.608	46.533	47.029	47.365	47.863	48.187	48.798	49.845
451	1	45.6148	0.03007	41.376	42.424	43.035	43.359	43.857	44.193	44.69	45.615	46.54	47.036	47.373	47.871	48.195	48.806	49.853
452	1	45.6221	0.03007	41.383	42.431	43.042	43.366	43.864	44.2	44.697	45.622	46.547	47.044	47.38	47.879	48.202	48.814	49.861
453	1	45.6293	0.03006	41.391	42.438	43.05	43.373	43.872	44.208	44.704	45.629	46.554	47.051	47.387	47.885	48.209	48.82	49.868
454	1	45.6366	0.03006	41.397	42.445	43.056	43.38	43.879	44.215	44.711	45.637	46.562	47.058	47.395	47.893	48.217	48.828	49.876
455	1	45.6438	0.03006	41.404	42.452	43.063	43.387	43.885	44.222	44.718	45.644	46.569	47.066	47.402	47.901	48.224	48.836	49.884
456	1	45.651	0.03006	41.41	42.459	43.07	43.394	43.892	44.229	44.725	45.651	46.577	47.073	47.41	47.908	48.232	48.843	49.892
457	1	45.6582	0.03005	41.418	42.466	43.078	43.401	43.9	44.236	44.733	45.658	46.584	47.08	47.417	47.915	48.239	48.85	49.898
458	1	45.6654	0.03005	41.425	42.473	43.084	43.408	43.907	44.243	44.74	45.665	46.591	47.088	47.424	47.923	48.246	48.858	49.906
459	1	45.6725	0.03005	41.431	42.48	43.091	43.415	43.914	44.25	44.747	45.673	46.598	47.095	47.431	47.93	48.254	48.865	49.914
460	1	45.6796	0.03005	41.438	42.486	43.098	43.422	43.92	44.257	44.754	45.68	46.605	47.102	47.439	47.937	48.261	48.873	49.921
461	1	45.6867	0.03005	41.444	42.493	43.105	43.429	43.927	44.264	44.761	45.687	46.613	47.11	47.446	47.945	48.269	48.881	49.929
462	1	45.6938	0.03004	41.452	42.501	43.112	43.436	43.935	44.271	44.768	45.694	46.62	47.116	47.453	47.952	48.275	48.887	49.936
463	1	45.7009	0.03004	41.458	42.507	43.119	43.443	43.942	44.278	44.775	45.701	46.627	47.124	47.46	47.959	48.283	48.895	49.943
464	1	45.7079	0.03004	41.465	42.514	43.125	43.449	43.948	44.285	44.782	45.708	46.634	47.131	47.468	47.966	48.29	48.902	49.951
465	1	45.715	0.03004	41.471	42.52	43.132	43.456	43.955	44.292	44.789	45.715	46.641	47.138	47.475	47.974	48.298	48.91	49.959
466	1	45.722	0.03004	41.478	42.527	43.139	43.463	43.962	44.298	44.796	45.722	46.648	47.146	47.482	47.981	48.305	48.917	49.966
467	1	45.729	0.03003	41.485	42.534	43.146	43.47	43.969	44.306	44.803	45.729	46.655	47.152	47.489	47.988	48.312	48.924	49.973
468	1	45.7359	0.03003	41.492	42.541	43.153	43.477	43.976	44.312	44.81	45.736	46.662	47.159	47.496	47.995	48.319	48.931	49.98
469	1	45.7429	0.03003	41.498	42.547	43.159	43.483	43.982	44.319	44.816	45.743	46.669	47.167	47.503	48.002	48.326	48.939	49.988
470	1	45.7498	0.03003	41.504	42.554	43.166	43.49	43.989	44.326	44.823	45.75	46.676	47.174	47.51	48.01	48.334	48.946	49.995
471	1	45.7567	0.03003	41.51	42.56	43.172	43.497	43.996	44.333	44.83	45.757	46.683	47.181	47.518	48.017	48.341	48.953	50.003
472	1	45.7636	0.03002	41.518	42.568	43.18	43.504	44.003	44.34	44.837	45.764	46.69	47.187	47.524	48.023	48.347	48.96	50.009
473	1	45.7705	0.03002	41.524	42.574	43.186	43.51	44.01	44.346	44.844	45.771	46.697	47.195	47.531	48.031	48.355	48.967	50.017
474	1	45.7774	0.03002	41.531	42.58	43.193	43.517	44.016	44.353	44.85	45.777	46.704	47.202	47.539	48.038	48.362	48.974	50.024
475	1	45.7842	0.03002	41.537	42.587	43.199	43.523	44.023	44.36	44.857	45.784	46.711	47.209	47.546	48.045	48.369	48.982	50.032
476	1	45.791	0.03001	41.544	42.594	43.206	43.531	44.03	44.367	44.864	45.791	46.718	47.215	47.552	48.051	48.376	48.988	50.038
477	1	45.7978	0.03001	41.551	42.6	43.213	43.537	44.036	44.373	44.871	45.798	46.725	47.222	47.559	48.058	48.383	48.995	50.045
478	1	45.8046	0.03001	41.557	42.607	43.219	43.544	44.043	44.38	44.877	45.805	46.732	47.229	47.566	48.066	48.39	49.002	50.052
479	1	45.8114	0.03001	41.563	42.613	43.226	43.55	44.05	44.387	44.884	45.811	46.739	47.236	47.573	48.073	48.397	49.01	50.06
480	1	45.8182	0.03001	41.569	42.619	43.232	43.557	44.056	44.393	44.891	45.818	46.746	47.243	47.58	48.08	48.404	49.017	50.067
481	1	45.8249	0.03	41.577	42.627	43.239	43.564	44.063	44.4	44.898	45.825	46.752	47.25	47.587	48.086	48.411	49.023	50.073
482	1	45.8316	0.03	41.583	42.633	43.246	43.57	44.07	44.407	44.904	45.832	46.759	47.257	47.594	48.093	48.418	49.03	50.081
483	1	45.8383	0.03	41.589	42.639	43.252	43.576	44.076	44.413	44.911	45.838	46.766	47.264	47.601	48.1	48.425	49.037	50.088
484	1	45.845	0.03	41.595	42.645	43.258	43.583	44.082	44.42	44.917	45.845	46.773	47.27	47.608	48.107	48.432	49.045	50.095
485	1	45.8517	0.03	41.601	42.652	43.265	43.589	44.089	44.426	44.924	45.852	46.779	47.277	47.615	48.114	48.439	49.052	50.102
486	1	45.8583	0.02999	41.608	42.659	43.272	43.596	44.096	44.433	44.931	45.858	46.786	47.284	47.621	48.12	48.445	49.058	50.108
487	1	45.865	0.02999	41.614	42.665	43.278	43.603	44.102	44.439	44.937	45.865	46.793	47.291	47.628	48.127	48.452	49.065	50.116
488	1	45.8716	0.02999	41.62	42.671	43.284	43.609	44.109	44.446	44.944	45.872	46.799	47.297	47.635	48.134	48.459	49.072	50.123
489	1	45.8782	0.02999	41.626	42.677	43.29	43.615	44.115	44.452	44.95	45.878	46.806	47.304	47.641	48.141	48.466	49.079	50.13
490	1	45.8848	0.02999	41.632	42.684	43.297	43.621	44.121	44.459	44.957	45.885	46.813	47.311	47.648	48.148	48.473	49.086	50.137
491	1	45.8914	0.02998	41.64	42.691	43.304	43.628	44.128	44.465	44.963	45.891	46.819	47.317	47.655	48.154	48.479	49.092	50.143
492	1	45.8979	0.02998	41.646	42.697	43.31	43.635	44.134	44.472	44.97	45.898	46.826	47.324	47.661	48.161	48.486	49.099	50.15
493	1	45.9045	0.02998	41.652	42.703	43.316	43.641	44.141	44.478	44.976	45.905	46.833	47.331	47.668	48.168	48.493	49.106	50.157
494	1	45.911	0.02998	41.658	42.709	43.322	43.647	44.147	44.484	44.983	45.911	46.839	47.338	47.675	48.175	48.5	49.113	50.164
495	1	45.9175	0.02998	41.663	42.715	43.328	43.653	44.153	44.491	44.989	45.918	46.846	47.344	47.682	48.182	48.507	49.12	50.172
496	1	45.924	0.02997	41.671	42.722	43.335	43.66	44.16	44.498	44.996	45.924	46.852	47.35	47.688	48.188	48.513	49.126	50.177
497	1	45.9305	0.02997	41.677	42.728	43.342	43.666	44.166	44.504	45.002	45.931	46.859	47.357	47.695	48.195	48.519	49.133	50.184
498	1	45.937	0.02997	41.683	42.734	43.348	43.672	44.173	44.51	45.008	45.937	46.866	47.364	47.701	48.202	48.526	49.14	50.191
499	1	45.9434	0.02997	41.688	42.74	43.354	43.679	44.179	44.516	45.015	45.943	46.872	47.37	47.708	48.208	48.533	49.147	50.198
500	1	45.9499	0.02997	41.694	42.746	43.36	43.685	44.185	44.523	45.021	45.95	46.879	47.377	47.715	48.215	48.54	49.154	50.206
501	1	45.9563	0.02996	41.702	42.753	43.367	43.692	44.192	44.529	45.028	45.956	46.885	47.383	47.721	48.221	48.546	49.159	50.211
502	1	45.9627	0.02996	41.707	42.759	43.373	43.698	44.198	44.535	45.034	45.963	46.892	47.39	47.727	48.228	48.553	49.166	50.218
503	1	45.9691	0.02996	41.713	42.765	43.379	43.704	44.204	44.542	45.04	45.969	46.898	47.397	47.734	48.234	48.559	49.173	50.225
504	1	45.9755	0.02996	41.719	42.771	43.385	43.71	44.21	44.548	45.046	45.976	46.905	47.403	47.741	48.241	48.566	49.18	50.232
505	1	45.9818	0.02996	41.725	42.777	43.391	43.716	44.216	44.554	45.053	45.982	46.911	47.41	47.747	48.248	48.573	49.187	50.239
506	1	45.9882	0.02995	41.732	42.784	43.398	43.723	44.223	44.561	45.059	45.988	46.917	47.416	47.753	48.254	48.579	49.192	50.245
507	1	45.9945	0.02995	41.738	42.79	43.404	43.729	44.229	44.567	45.065	45.995	46.924	47.422	47.76	48.26	48.585	49.199	50.251
508	1	46.0008	0.02995	41.743	42.796	43.41	43.735	44.235	44.573	45.072	46.001	46.93	47.429	47.766	48.267	48.592	49.206	50.258
509	1	46.0071	0.02995	41.749	42.802	43.416	43.741	44.241	44.579	45.078	46.007	46.936	47.435	47.773	48.274	48.599	49.213	50.265
510	1	46.0134	0.02995	41.755	42.807	43.421	43.747	44.247	44.585	45.084	46.013	46.943	47.442	47.78	48.28	48.605	49.219	50.272
511	1	46.0197	0.02994	41.762	42.814	43.428	43.753	44.254	44.592	45.09	46.02	46.949	47.448	47.785	48.286	48.611	49.225	50.278
512	1	46.026	0.02994	41.768	42.82	43.434	43.759	44.26	44.598	45.097	46.026	46.955	47.454	47.792	48.293	48.618	49.232	50.284
513	1	46.0322	0.02994	41.773	42.826	43.44	43.765	44.266	44.604	45.103	46.032	46.962	47.461	47.798	48.299	48.624	49.238	50.291
514	1	46.0385	0.02994	41.779	42.832	43.446	43.771	44.272	44.61	45.109	46.039	46.968	47.467	47.805	48.306	48.631	49.245	50.298
515	1	46.0447	0.02994	41.785	42.838	43.452	43.777	44.278	44.616	45.115	46.045	46.975	47.474	47.811	48.312	48.638	49.252	50.305
516	1	46.0509	0.02993	41.792	42.844	43.459	43.784	44.285	44.622	45.121	46.051	46.981	47.479	47.817	48.318	48.643	49.257	50.31
517	1	46.0571	0.02993	41.797	42.85	43.464	43.79	44.29	44.628	45.127	46.057	46.987	47.486	47.824	48.325	48.65	49.264	50.317
518	1	46.0633	0.02993	41.803	42.856	43.47	43.796	44.296	44.634	45.133	46.063	46.993	47.492	47.83	48.331	48.656	49.271	50.324
519	1	46.0694	0.02993	41.808	42.862	43.476	43.801	44.302	44.64	45.139	46.069	46.999	47.498	47.836	48.337	48.663	49.277	50.33
520	1	46.0756	0.02993	41.814	42.867	43.482	43.807	44.308	44.646	45.145	46.076	47.006	47.505	47.843	48.344	48.669	49.284	50.337
521	1	46.0818	0.02992	41.821	42.874	43.489	43.814	44.315	44.653	45.152	46.082	47.012	47.511	47.849	48.35	48.675	49.289	50.343
522	1	46.0879	0.02992	41.827	42.88	43.494	43.82	44.321	44.659	45.158	46.088	47.018	47.517	47.855	48.356	48.681	49.296	50.349
523	1	46.094	0.02992	41.832	42.886	43.5	43.826	44.327	44.665	45.164	46.094	47.024	47.523	47.861	48.362	48.688	49.302	50.356
524	1	46.1001	0.02992	41.838	42.891	43.506	43.831	44.332	44.671	45.17	46.1	47.03	47.53	47.868	48.369	48.694	49.309	50.363
525	1	46.1062	0.02992	41.843	42.897	43.512	43.837	44.338	44.676	45.176	46.106	47.037	47.536	47.874	48.375	48.701	49.315	50.369
526	1	46.1123	0.02992	41.849	42.903	43.517	43.843	44.344	44.682	45.182	46.112	47.043	47.542	47.88	48.382	48.707	49.322	50.376
527	1	46.1184	0.02991	41.856	42.909	43.524	43.849	44.351	44.689	45.188	46.118	47.049	47.548	47.886	48.387	48.713	49.327	50.381
528	1	46.1244	0.02991	41.861	42.915	43.53	43.855	44.356	44.695	45.194	46.124	47.055	47.554	47.892	48.394	48.719	49.334	50.388
529	1	46.1305	0.02991	41.867	42.921	43.535	43.861	44.362	44.7	45.2	46.131	47.061	47.561	47.899	48.4	48.726	49.34	50.394
530	1	46.1365	0.02991	41.872	42.926	43.541	43.867	44.368	44.706	45.206	46.137	47.067	47.567	47.905	48.406	48.732	49.347	50.401
531	1	46.1425	0.02991	41.878	42.932	43.547	43.872	44.374	44.712	45.212	46.143	47.073	47.573	47.911	48.413	48.738	49.353	50.407
532	1	46.1485	0.0299	41.884	42.939	43.553	43.879	44.38	44.718	45.218	46.149	47.079	47.579	47.917	48.418	48.744	49.358	50.413
533	1	46.1545	0.0299	41.89	42.944	43.559	43.885	44.386	44.724	45.224	46.155	47.085	47.585	47.923	48.424	48.75	49.365	50.419
534	1	46.1605	0.0299	41.895	42.95	43.565	43.89	44.392	44.73	45.23	46.161	47.091	47.591	47.929	48.431	48.756	49.371	50.426
535	1	46.1665	0.0299	41.901	42.955	43.57	43.896	44.397	44.736	45.235	46.167	47.098	47.597	47.936	48.437	48.763	49.378	50.432
536	1	46.1725	0.0299	41.906	42.961	43.576	43.902	44.403	44.742	45.241	46.173	47.104	47.603	47.942	48.443	48.769	49.384	50.439
537	1	46.1784	0.02989	41.913	42.967	43.582	43.908	44.41	44.748	45.247	46.178	47.109	47.609	47.947	48.449	48.774	49.389	50.444
538	1	46.1843	0.02989	41.918	42.973	43.588	43.914	44.415	44.754	45.253	46.184	47.115	47.615	47.953	48.455	48.781	49.396	50.45
539	1	46.1903	0.02989	41.924	42.978	43.594	43.919	44.421	44.759	45.259	46.19	47.122	47.621	47.96	48.461	48.787	49.402	50.457
540	1	46.1962	0.02989	41.929	42.984	43.599	43.925	44.427	44.765	45.265	46.196	47.128	47.627	47.966	48.467	48.793	49.408	50.463
541	1	46.2021	0.02989	41.935	42.989	43.605	43.931	44.432	44.771	45.271	46.202	47.134	47.633	47.972	48.474	48.799	49.415	50.47
542	1	46.208	0.02989	41.94	42.995	43.61	43.936	44.438	44.777	45.276	46.208	47.14	47.639	47.978	48.48	48.806	49.421	50.476
543	1	46.2139	0.02988	41.947	43.002	43.617	43.943	44.444	44.783	45.283	46.214	47.145	47.645	47.984	48.485	48.811	49.426	50.481
544	1	46.2197	0.02988	41.952	43.007	43.622	43.948	44.45	44.788	45.288	46.22	47.151	47.651	47.99	48.491	48.817	49.432	50.487
545	1	46.2256	0.02988	41.957	43.012	43.628	43.954	44.455	44.794	45.294	46.226	47.157	47.657	47.996	48.498	48.823	49.439	50.494
546	1	46.2315	0.02988	41.963	43.018	43.633	43.959	44.461	44.8	45.3	46.232	47.163	47.663	48.002	48.504	48.83	49.445	50.5
547	1	46.2373	0.02988	41.968	43.023	43.639	43.965	44.467	44.805	45.305	46.237	47.169	47.669	48.008	48.51	48.836	49.451	50.507
548	1	46.2431	0.02987	41.975	43.03	43.645	43.971	44.473	44.811	45.311	46.243	47.175	47.675	48.013	48.515	48.841	49.456	50.512
549	1	46.249	0.02987	41.98	43.035	43.651	43.977	44.479	44.817	45.317	46.249	47.181	47.681	48.019	48.521	48.847	49.463	50.518
550	1	46.2548	0.02987	41.985	43.041	43.656	43.982	44.484	44.823	45.323	46.255	47.187	47.687	48.025	48.527	48.853	49.469	50.524
551	1	46.2606	0.02987	41.991	43.046	43.662	43.988	44.49	44.828	45.329	46.261	47.193	47.693	48.031	48.533	48.859	49.475	50.531
552	1	46.2663	0.02987	41.996	43.051	43.667	43.993	44.495	44.834	45.334	46.266	47.198	47.699	48.037	48.539	48.866	49.481	50.537
553	1	46.2721	0.02986	42.002	43.058	43.673	43.999	44.501	44.84	45.34	46.272	47.204	47.704	48.043	48.545	48.871	49.486	50.542
554	1	46.2779	0.02986	42.008	43.063	43.679	44.005	44.507	44.846	45.346	46.278	47.21	47.71	48.049	48.551	48.877	49.493	50.548
555	1	46.2837	0.02986	42.013	43.069	43.684	44.01	44.513	44.851	45.352	46.284	47.216	47.716	48.055	48.557	48.883	49.499	50.554
556	1	46.2894	0.02986	42.018	43.074	43.69	44.016	44.518	44.857	45.357	46.289	47.222	47.722	48.061	48.563	48.889	49.505	50.561
557	1	46.2951	0.02986	42.023	43.079	43.695	44.021	44.524	44.862	45.363	46.295	47.227	47.728	48.067	48.569	48.895	49.511	50.567
558	1	46.3009	0.02986	42.029	43.085	43.701	44.027	44.529	44.868	45.368	46.301	47.233	47.734	48.073	48.575	48.901	49.517	50.573
559	1	46.3066	0.02985	42.035	43.091	43.707	44.033	44.535	44.874	45.374	46.307	47.239	47.739	48.078	48.58	48.906	49.522	50.578
560	1	46.3123	0.02985	42.04	43.096	43.712	44.038	44.541	44.88	45.38	46.312	47.245	47.745	48.084	48.586	48.912	49.528	50.584
561	1	46.318	0.02985	42.045	43.102	43.718	44.044	44.546	44.885	45.385	46.318	47.251	47.751	48.09	48.592	48.918	49.534	50.591
562	1	46.3237	0.02985	42.051	43.107	43.723	44.049	44.552	44.891	45.391	46.324	47.256	47.757	48.096	48.598	48.924	49.54	50.597
563	1	46.3294	0.02985	42.056	43.112	43.728	44.055	44.557	44.896	45.397	46.329	47.262	47.763	48.102	48.604	48.93	49.547	50.603
564	1	46.335	0.02984	42.062	43.119	43.735	44.061	44.563	44.902	45.402	46.335	47.268	47.768	48.107	48.609	48.935	49.551	50.608
565	1	46.3407	0.02984	42.068	43.124	43.74	44.066	44.569	44.908	45.408	46.341	47.273	47.774	48.113	48.615	48.941	49.558	50.614
566	1	46.3463	0.02984	42.073	43.129	43.745	44.072	44.574	44.913	45.413	46.346	47.279	47.78	48.119	48.621	48.947	49.564	50.62
567	1	46.352	0.02984	42.078	43.134	43.751	44.077	44.579	44.918	45.419	46.352	47.285	47.786	48.125	48.627	48.953	49.57	50.626
568	1	46.3576	0.02984	42.083	43.14	43.756	44.082	44.585	44.924	45.425	46.358	47.291	47.791	48.13	48.633	48.959	49.576	50.632
569	1	46.3632	0.02984	42.088	43.145	43.761	44.088	44.59	44.929	45.43	46.363	47.296	47.797	48.136	48.639	48.965	49.582	50.638
570	1	46.3689	0.02983	42.095	43.151	43.767	44.094	44.596	44.935	45.436	46.369	47.302	47.802	48.142	48.644	48.97	49.587	50.643
571	1	46.3745	0.02983	42.1	43.156	43.773	44.099	44.602	44.941	45.441	46.375	47.308	47.808	48.147	48.65	48.976	49.593	50.649
572	1	46.3801	0.02983	42.105	43.162	43.778	44.104	44.607	44.946	45.447	46.38	47.313	47.814	48.153	48.656	48.982	49.599	50.655
573	1	46.3857	0.02983	42.11	43.167	43.783	44.11	44.612	44.952	45.452	46.386	47.319	47.82	48.159	48.662	48.988	49.605	50.662
574	1	46.3912	0.02983	42.115	43.172	43.788	44.115	44.618	44.957	45.458	46.391	47.325	47.825	48.165	48.667	48.994	49.611	50.668
575	1	46.3968	0.02983	42.12	43.177	43.794	44.12	44.623	44.962	45.463	46.397	47.33	47.831	48.17	48.673	49	49.617	50.674
576	1	46.4024	0.02982	42.126	43.183	43.8	44.126	44.629	44.968	45.469	46.402	47.336	47.837	48.176	48.678	49.005	49.621	50.678
577	1	46.4079	0.02982	42.131	43.189	43.805	44.132	44.634	44.974	45.474	46.408	47.341	47.842	48.181	48.684	49.011	49.627	50.684
578	1	46.4135	0.02982	42.136	43.194	43.81	44.137	44.64	44.979	45.48	46.414	47.347	47.848	48.187	48.69	49.017	49.633	50.691
579	1	46.419	0.02982	42.141	43.199	43.816	44.142	44.645	44.984	45.485	46.419	47.353	47.854	48.193	48.696	49.022	49.639	50.697
580	1	46.4245	0.02982	42.146	43.204	43.821	44.147	44.65	44.99	45.491	46.425	47.358	47.859	48.199	48.702	49.028	49.645	50.703
581	1	46.4301	0.02981	42.153	43.21	43.827	44.153	44.656	44.996	45.497	46.43	47.364	47.865	48.204	48.707	49.033	49.65	50.707
582	1	46.4356	0.02981	42.158	43.215	43.832	44.159	44.662	45.001	45.502	46.436	47.369	47.87	48.21	48.712	49.039	49.656	50.713
583	1	46.4411	0.02981	42.163	43.22	43.837	44.164	44.667	45.006	45.507	46.441	47.375	47.876	48.215	48.718	49.045	49.662	50.719
584	1	46.4466	0.02981	42.168	43.226	43.843	44.169	44.672	45.012	45.513	46.447	47.38	47.882	48.221	48.724	49.051	49.668	50.725
585	1	46.4521	0.02981	42.173	43.231	43.848	44.174	44.677	45.017	45.518	46.452	47.386	47.887	48.227	48.73	49.057	49.673	50.731
586	1	46.4575	0.02981	42.178	43.236	43.853	44.18	44.683	45.022	45.523	46.458	47.392	47.893	48.232	48.735	49.062	49.679	50.737
587	1	46.463	0.0298	42.184	43.242	43.859	44.186	44.689	45.028	45.529	46.463	47.397	47.898	48.237	48.74	49.067	49.684	50.742
588	1	46.4685	0.0298	42.189	43.247	43.864	44.191	44.694	45.033	45.534	46.469	47.403	47.904	48.243	48.746	49.073	49.69	50.748
589	1	46.4739	0.0298	42.194	43.252	43.869	44.196	44.699	45.039	45.54	46.474	47.408	47.909	48.249	48.752	49.079	49.696	50.754
590	1	46.4794	0.0298	42.199	43.257	43.874	44.201	44.704	45.044	45.545	46.479	47.414	47.915	48.254	48.758	49.084	49.702	50.76
591	1	46.4848	0.0298	42.204	43.262	43.879	44.206	44.71	45.049	45.55	46.485	47.419	47.921	48.26	48.763	49.09	49.707	50.766
592	1	46.4902	0.0298	42.209	43.267	43.885	44.211	44.715	45.054	45.556	46.49	47.425	47.926	48.266	48.769	49.096	49.713	50.771
593	1	46.4957	0.02979	42.215	43.273	43.891	44.217	44.721	45.06	45.561	46.496	47.43	47.931	48.271	48.774	49.101	49.718	50.776
594	1	46.5011	0.02979	42.22	43.278	43.896	44.223	44.726	45.065	45.567	46.501	47.435	47.937	48.276	48.78	49.107	49.724	50.782
595	1	46.5065	0.02979	42.225	43.284	43.901	44.228	44.731	45.071	45.572	46.507	47.441	47.942	48.282	48.785	49.112	49.729	50.788
596	1	46.5119	0.02979	42.23	43.289	43.906	44.233	44.736	45.076	45.577	46.512	47.446	47.948	48.288	48.791	49.118	49.735	50.794
597	1	46.5173	0.02979	42.235	43.294	43.911	44.238	44.741	45.081	45.583	46.517	47.452	47.954	48.293	48.797	49.124	49.741	50.8
598	1	46.5227	0.02978	42.241	43.3	43.917	44.244	44.747	45.087	45.588	46.523	47.457	47.959	48.298	48.802	49.128	49.746	50.804
599	1	46.528	0.02978	42.246	43.305	43.922	44.249	44.752	45.092	45.593	46.528	47.463	47.964	48.304	48.807	49.134	49.751	50.81
600	1	46.5334	0.02978	42.251	43.31	43.927	44.254	44.757	45.097	45.599	46.533	47.468	47.97	48.309	48.813	49.14	49.757	50.816
601	1	46.5388	0.02978	42.256	43.315	43.932	44.259	44.763	45.102	45.604	46.539	47.474	47.975	48.315	48.818	49.145	49.763	50.822
602	1	46.5441	0.02978	42.261	43.32	43.937	44.264	44.768	45.108	45.609	46.544	47.479	47.981	48.32	48.824	49.151	49.769	50.827
603	1	46.5495	0.02978	42.266	43.325	43.942	44.269	44.773	45.113	45.614	46.55	47.485	47.986	48.326	48.83	49.157	49.774	50.833
604	1	46.5548	0.02977	42.272	43.331	43.948	44.275	44.779	45.118	45.62	46.555	47.49	47.991	48.331	48.834	49.161	49.779	50.838
605	1	46.5601	0.02977	42.277	43.336	43.953	44.28	44.784	45.124	45.625	46.56	47.495	47.997	48.336	48.84	49.167	49.785	50.843
606	1	46.5655	0.02977	42.282	43.341	43.958	44.285	44.789	45.129	45.63	46.566	47.501	48.002	48.342	48.846	49.173	49.79	50.849
607	1	46.5708	0.02977	42.286	43.346	43.963	44.29	44.794	45.134	45.636	46.571	47.506	48.008	48.348	48.851	49.178	49.796	50.855
608	1	46.5761	0.02977	42.291	43.35	43.968	44.295	44.799	45.139	45.641	46.576	47.511	48.013	48.353	48.857	49.184	49.802	50.861
609	1	46.5814	0.02977	42.296	43.355	43.973	44.3	44.804	45.144	45.646	46.581	47.517	48.019	48.359	48.862	49.19	49.807	50.867
610	1	46.5867	0.02976	42.302	43.361	43.979	44.306	44.81	45.15	45.652	46.587	47.522	48.024	48.363	48.867	49.194	49.812	50.871
611	1	46.592	0.02976	42.307	43.366	43.984	44.311	44.815	45.155	45.657	46.592	47.527	48.029	48.369	48.873	49.2	49.818	50.877
612	1	46.5973	0.02976	42.312	43.371	43.989	44.316	44.82	45.16	45.662	46.597	47.533	48.035	48.374	48.878	49.205	49.823	50.883
613	1	46.6026	0.02976	42.317	43.376	43.994	44.321	44.825	45.165	45.667	46.603	47.538	48.04	48.38	48.884	49.211	49.829	50.888
614	1	46.6078	0.02976	42.321	43.381	43.999	44.326	44.83	45.17	45.672	46.608	47.543	48.045	48.385	48.889	49.217	49.835	50.894
615	1	46.6131	0.02976	42.326	43.386	44.004	44.331	44.835	45.175	45.677	46.613	47.549	48.051	48.391	48.895	49.222	49.84	50.9
616	1	46.6183	0.02975	42.332	43.392	44.01	44.337	44.841	45.181	45.683	46.618	47.554	48.056	48.396	48.9	49.227	49.845	50.904
617	1	46.6236	0.02975	42.337	43.397	44.015	44.342	44.846	45.186	45.688	46.624	47.559	48.061	48.401	48.905	49.232	49.85	50.91
618	1	46.6288	0.02975	42.342	43.402	44.02	44.347	44.851	45.191	45.693	46.629	47.564	48.067	48.407	48.911	49.238	49.856	50.916
619	1	46.6341	0.02975	42.347	43.407	44.025	44.352	44.856	45.196	45.698	46.634	47.57	48.072	48.412	48.916	49.243	49.862	50.921
620	1	46.6393	0.02975	42.352	43.411	44.03	44.357	44.861	45.201	45.703	46.639	47.575	48.077	48.417	48.922	49.249	49.867	50.927
621	1	46.6445	0.02975	42.356	43.416	44.035	44.362	44.866	45.206	45.709	46.645	47.58	48.083	48.423	48.927	49.254	49.873	50.933
622	1	46.6497	0.02974	42.362	43.422	44.04	44.368	44.872	45.212	45.714	46.65	47.585	48.088	48.428	48.932	49.259	49.877	50.937
623	1	46.655	0.02974	42.367	43.427	44.045	44.373	44.877	45.217	45.719	46.655	47.591	48.093	48.433	48.937	49.265	49.883	50.943
624	1	46.6602	0.02974	42.372	43.432	44.05	44.378	44.882	45.222	45.724	46.66	47.596	48.098	48.439	48.943	49.27	49.888	50.948
625	1	46.6654	0.02974	42.377	43.437	44.055	44.383	44.887	45.227	45.729	46.665	47.601	48.104	48.444	48.948	49.276	49.894	50.954
626	1	46.6706	0.02974	42.381	43.442	44.06	44.388	44.892	45.232	45.734	46.671	47.607	48.109	48.449	48.954	49.281	49.9	50.96
