user_id	default	template_name	age	category	sex	group	array	scoring	template_core_id
		orders_plan	child	text		Anticipatory Guidance 18 month	Daily playtime		459
		orders_plan	child	text		Anticipatory Guidance 18 month	Read, talk, and sing		460
		orders_plan	child	text		Anticipatory Guidance 18 month	Simple words		461
		orders_plan	child	text		Anticipatory Guidance 18 month	Feelings and emotions		462
		orders_plan	child	text		Anticipatory Guidance 18 month	Walk until child is ready		463
		orders_plan	child	text		Anticipatory Guidance 18 month	Reading books/praise		464
		orders_plan	child	text		Anticipatory Guidance 18 month	Car safety seat		465
		orders_plan	child	text		Anticipatory Guidance 18 month	Falls		466
		orders_plan	child	text		Anticipatory Guidance 18 month	Burns		467
		orders_plan	child	text		Anticipatory Guidance 18 month	Smoke detectors		468
		orders_plan	child	text		Anticipatory Guidance 18 month	Gas		469
		orders_plan	child	text		Anticipatory Guidance 18 month	Poisons		470
		ros_wcc	child	text		Development 2 year			471
		ros_wcc	child	text		Development 2 year	Copies things you do: *yes/no*		472
		ros_wcc	child	text		Development 2 year	Plays pretend: *yes/no*		473
		ros_wcc	child	text		Development 2 year	Plays alongside other children: *yes/no*		474
		ros_wcc	child	text		Development 2 year	When talking, puts 2 words together: *yes/no*		475
		ros_wcc	child	text		Development 2 year	Names 1 picture: *yes/no*		476
		ros_wcc	child	text		Development 2 year	Follows 2-step commands: *yes/no*		477
		ros_wcc	child	text		Development 2 year	Stacks small blocks: *yes/no*		478
		ros_wcc	child	text		Development 2 year	Kicks a ball: *yes/no*		479
		ros_wcc	child	text		Development 2 year	Walks up and down stairs 1 step at a time alone while holding wall or railing: *yes/no*		480
		ros_wcc	child	text		Development 2 year	Throws a ball overhand: *yes/no*		481
		ros_wcc	child	text		Development 2 year	Jumps up: *yes/no*		482
		ros_wcc	child	text		Development 2 year	Turns book pages 1 at a time: *yes/no*		483
		orders_plan	child	text		Anticipatory Guidance 2 year			484
		orders_plan	child	text		Anticipatory Guidance 2 year	Model appropriate language		485
		orders_plan	child	text		Anticipatory Guidance 2 year	Daily reading		486
		orders_plan	child	text		Anticipatory Guidance 2 year	Following 1-2 step commands		487
		orders_plan	child	text		Anticipatory Guidance 2 year	Listen and respond to child		488
		orders_plan	child	text		Anticipatory Guidance 2 year	Praise, respect		489
		orders_plan	child	text		Anticipatory Guidance 2 year	Help express feelings		490
		orders_plan	child	text		Anticipatory Guidance 2 year	Self-expression		491
		orders_plan	child	text		Anticipatory Guidance 2 year	Playing with other children		492
		orders_plan	child	text		Anticipatory Guidance 2 year	Toilet training when child is ready		493
		orders_plan	child	text		Anticipatory Guidance 2 year	Plan for frequent toilet breaks		494
		orders_plan	child	text		Anticipatory Guidance 2 year	Personal hygiene		495
		orders_plan	child	text		Anticipatory Guidance 2 year	Limit TV viewing to no more than 1-2 hours a day		496
		orders_plan	child	text		Anticipatory Guidance 2 year	TV alternatives: reading, games, singing		497
		orders_plan	child	text		Anticipatory Guidance 2 year	Encourage physical activity		498
		orders_plan	child	text		Anticipatory Guidance 2 year	Car safety seat		499
		orders_plan	child	text		Anticipatory Guidance 2 year	Bike helmet		500
		orders_plan	child	text		Anticipatory Guidance 2 year	Supervise outside		501
		orders_plan	child	text		Anticipatory Guidance 2 year	Guns		502
		ros_wcc	child	text		Development 2 1/2 year			503
		ros_wcc	child	text		Development 2 1/2 year	Plays pretend: *yes/no*		504
		ros_wcc	child	text		Development 2 1/2 year	Plays with other children: *yes/no*		505
		ros_wcc	child	text		Development 2 1/2 year	Other people can understand what your child is saying half of the time: *yes/no*		506
		ros_wcc	child	text		Development 2 1/2 year	When talking, puts 3 or 4 words together: *yes/no*		507
		ros_wcc	child	text		Development 2 1/2 year	Points to 6 body parts: *yes/no*		508
		ros_wcc	child	text		Development 2 1/2 year	Knows correct animal sounds: *yes/no*		509
		ros_wcc	child	text		Development 2 1/2 year	Jumps up and down in place: *yes/no*		510
		ros_wcc	child	text		Development 2 1/2 year	Puts on clothes with help: *yes/no*		511
		ros_wcc	child	text		Development 2 1/2 year	Washes and dries hands without help: *yes/no*		512
		ros_wcc	child	text		Development 2 1/2 year	Brushes teeth with help: *yes/no*		513
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year			514
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Family meals		515
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Family activities		516
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Limit TV		517
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Daily reading		518
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Listen and repeat to child		519
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Supervised play with other children		520
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Emerging independence		521
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Group activites/preschool (if possible)		522
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Toilet training		523
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Car safety seat		524
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Water		525
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Appropriate supervision		526
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Sun exposure		527
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Fire safety		528
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Smoke detectors		529
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Outdoor safety		530
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Playground		531
		orders_plan	child	text		Anticipatory Guidance 2 1/2 year	Dogs		532
		ros_wcc	child	text		Development 3 year			533
		ros_wcc	child	text		Development 3 year	Self-care skills: *yes/no*		534
		ros_wcc	child	text		Development 3 year	Imaginative play: *yes/no*		535
		ros_wcc	child	text		Development 3 year	2-3 sentences: *yes/no*		536
		ros_wcc	child	text		Development 3 year	Usually understandable: *yes/no*		537
		ros_wcc	child	text		Development 3 year	Names a friend: *yes/no*		538
		ros_wcc	child	text		Development 3 year	Builds tower (6-8 blocks): *yes/no*		539
		ros_wcc	child	text		Development 3 year	Stands on 1 foot: *yes/no*		540
		ros_wcc	child	text		Development 3 year	Throws ball overhead: *yes/no*		541
		ros_wcc	child	text		Development 3 year	Walks upstairs alternating feet: *yes/no*		542
		ros_wcc	child	text		Development 3 year	Copies circle: *yes/no*		543
		ros_wcc	child	text		Development 3 year	Draws person (2 body parts): *yes/no*		544
		ros_wcc	child	text		Development 3 year	Toilet trained during the day: *yes/no*		545
		orders_plan	child	text		Anticipatory Guidance 3 year			546
		orders_plan	child	text		Anticipatory Guidance 3 year	Show affection		547
		orders_plan	child	text		Anticipatory Guidance 3 year	Manage anger		548
		orders_plan	child	text		Anticipatory Guidance 3 year	Reinforce appropriate behavior		549
		orders_plan	child	text		Anticipatory Guidance 3 year	Reinforce limits		550
		orders_plan	child	text		Anticipatory Guidance 3 year	Find time for yourself		551
		orders_plan	child	text		Anticipatory Guidance 3 year	Read, sing, play		552
		orders_plan	child	text		Anticipatory Guidance 3 year	Talk about pictures in books		553
		orders_plan	child	text		Anticipatory Guidance 3 year	Encourage child to talk		554
		orders_plan	child	text		Anticipatory Guidance 3 year	Encourage appropriate play		555
		orders_plan	child	text		Anticipatory Guidance 3 year	Encourage fantasy play		556
		orders_plan	child	text		Anticipatory Guidance 3 year	Encourage play with peers		557
		orders_plan	child	text		Anticipatory Guidance 3 year	Family exercise, activities		558
		orders_plan	child	text		Anticipatory Guidance 3 year	Limit screen time - maximum 1-2 hours/day		559
		orders_plan	child	text		Anticipatory Guidance 3 year	No TV in bedroom		560
		orders_plan	child	text		Anticipatory Guidance 3 year	Car safety seat		561
		orders_plan	child	text		Anticipatory Guidance 3 year	Supervise play near streets, cars		562
		orders_plan	child	text		Anticipatory Guidance 3 year	Safety near windows		563
		orders_plan	child	text		Anticipatory Guidance 3 year	Guns		564
		ros_wcc	child	text		Development 4 year			565
		ros_wcc	child	text		Development 4 year	Interactions with peers: *yes/no*		566
		ros_wcc	child	text		Development 4 year	Fantasy play: *yes/no*		567
		ros_wcc	child	text		Development 4 year	Usually understandable: *yes/no*		568
		ros_wcc	child	text		Development 4 year	Knows name, age, gender: *yes/no*		569
		ros_wcc	child	text		Development 4 year	Names 4 colors: *yes/no*		570
		ros_wcc	child	text		Development 4 year	Draws person (3 body parts): *yes/no*		571
		ros_wcc	child	text		Development 4 year	Plays board/card games: *yes/no*		572
		ros_wcc	child	text		Development 4 year	Hops on 1 foot: *yes/no*		573
		ros_wcc	child	text		Development 4 year	Balances on 1 foot for 2 seconds: *yes/no*		574
		ros_wcc	child	text		Development 4 year	Builds tower (8 blocks): *yes/no*		575
		ros_wcc	child	text		Development 4 year	Copies a cross: *yes/no*		576
		ros_wcc	child	text		Development 4 year	Brushes own teeth: *yes/no*		577
		ros_wcc	child	text		Development 4 year	Dresses self: *yes/no*		578
		orders_plan	child	text		Anticipatory Guidance 4 year			579
		orders_plan	child	text		Anticipatory Guidance 4 year	Model behavior		580
		orders_plan	child	text		Anticipatory Guidance 4 year	Be sensitive to child's feelings		581
		orders_plan	child	text		Anticipatory Guidance 4 year	Encourage play with other children		582
		orders_plan	child	text		Anticipatory Guidance 4 year	Consider preschool		583
		orders_plan	child	text		Anticipatory Guidance 4 year	Daily reading		584
		orders_plan	child	text		Anticipatory Guidance 4 year	Talk with child		585
		orders_plan	child	text		Anticipatory Guidance 4 year	Calm bedtime routines		586
		orders_plan	child	text		Anticipatory Guidance 4 year	Brush teeth twice daily		587
		orders_plan	child	text		Anticipatory Guidance 4 year	Daily physical activity		588
		orders_plan	child	text		Anticipatory Guidance 4 year	Limit TV/video to 1-2 hours/day		589
		orders_plan	child	text		Anticipatory Guidance 4 year	No TV in bedroom		590
		orders_plan	child	text		Anticipatory Guidance 4 year	Community activities		591
		orders_plan	child	text		Anticipatory Guidance 4 year	Expect curiosity about body - answer questions using proper terms		592
		orders_plan	child	text		Anticipatory Guidance 4 year	Safety rules with adults		593
		orders_plan	child	text		Anticipatory Guidance 4 year	Safe and unsafe touches		594
		orders_plan	child	text		Anticipatory Guidance 4 year	How to seek help when needed		595
		orders_plan	child	text		Anticipatory Guidance 4 year	Appropriately restrained in all vehicles		596
		orders_plan	child	text		Anticipatory Guidance 4 year	Supervise all outdoor play		597
		orders_plan	child	text		Anticipatory Guidance 4 year	Guns		598
		ros_wcc	child	text		Development 5-6 year			599
		ros_wcc	child	text		Development 5-6 year	Balances on 1 foot: *yes/no*		600
		ros_wcc	child	text		Development 5-6 year	Hops and skips: *yes/no*		601
		ros_wcc	child	text		Development 5-6 year	Able to tie knot: *yes/no*		602
		ros_wcc	child	text		Development 5-6 year	Good articulation/language skills: *yes/no*		603
		ros_wcc	child	text		Development 5-6 year	Draws person (6+ body parts): *yes/no*		604
		ros_wcc	child	text		Development 5-6 year	Prints some letters and numbers: *yes/no*		605
		ros_wcc	child	text		Development 5-6 year	Copies squares, triangles: *yes/no*		606
		ros_wcc	child	text		Development 5-6 year	Counts to 10: *yes/no*		607
		ros_wcc	child	text		Development 5-6 year	Names 4 or more colors: *yes/no*		608
		ros_wcc	child	text		Development 5-6 year	Follows simple directions: *yes/no*		609
		ros_wcc	child	text		Development 5-6 year	Listens and attends: *yes/no*		610
		orders_plan	child	text		Anticipatory Guidance 5-6 year			611
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Establish routines		612
		orders_plan	child	text		Anticipatory Guidance 5-6 year	After-school chare/activites		613
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Friends		614
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Bullying		615
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Communicate with teachers		616
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Family time		617
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Anger management		618
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Discipline for teaching not punishment		619
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Limit TV		620
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Healthy weight		621
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Well-balanced diet, including breakfast		622
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Fruits, vegetables, whole grains		623
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Adequate calcium		624
		orders_plan	child	text		Anticipatory Guidance 5-6 year	60 minutes of exercise/day		625
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Regular dental visits		626
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Brushing/flossing		627
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Fluoride		628
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Sexual safety		629
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Pedestrian safety		630
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Safety helmets		631
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Swimming safety		632
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Fire escape plan		633
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Smoke/carbon monoxide detectors		634
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Guns		635
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Sun		636
		orders_plan	child	text		Anticipatory Guidance 5-6 year	Appropriately restrained in all vehicles		637
		ros_wcc	child	text		Development 7-8 year			638
		ros_wcc	child	text		Development 7-8 year	Grade: *~*		639
		ros_wcc	child	text		Development 7-8 year	Social interaction: *normal/abnormal*		640
		ros_wcc	child	text		Development 7-8 year	Performance: *normal/abnormal*		641
		ros_wcc	child	text		Development 7-8 year	Behavior: *normal/abnormal*		642
		ros_wcc	child	text		Development 7-8 year	Attention: *normal/abnormal*		643
		ros_wcc	child	text		Development 7-8 year	Homework: *normal/abnormal*		644
		ros_wcc	child	text		Development 7-8 year	Parent/Teacher concerns: *yes/no*		645
		ros_wcc	child	text		Development 7-8 year	Cooperation: *yes/no*		646
		ros_wcc	child	text		Development 7-8 year	Parent-child interaction: *normal/abnormal*		647
		ros_wcc	child	text		Development 7-8 year	Sibling interaction: *normal/abnormal*		648
		ros_wcc	child	text		Development 7-8 year	Oppositional behavior: *yes/no*		649
		ros_wcc	child	text		Development 7-8 year	Eats healthy meals and snacks: *yes/no*		650
		ros_wcc	child	text		Development 7-8 year	Participates in an after-school activity: *yes/no*		651
		ros_wcc	child	text		Development 7-8 year	Has friends: *yes/no*		652
		ros_wcc	child	text		Development 7-8 year	Is vigorously active for 1 hour a day: *yes/no*		653
		ros_wcc	child	text		Development 7-8 year	Is doing well in school: *yes/no*		654
		ros_wcc	child	text		Development 7-8 year	Does chores when asked: *yes/no*		655
		ros_wcc	child	text		Development 7-8 year	Gets along with family: *yes/no*		656
		orders_plan	child	text		Anticipatory Guidance 7-8 year			657
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Show interest in school		658
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Communicate with teachers		659
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Encourage independence		660
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Praise strengths		661
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Be a positive role model		662
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Discuss expected body changes		663
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Encourage proper nutrition		664
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Eat meals as a family		665
		orders_plan	child	text		Anticipatory Guidance 7-8 year	60 minutes of physical activity daily		666
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Limit TV and screen time		667
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Dental visits twice a year		668
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Brush teeth twice a day		669
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Floss teeth daily		670
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Wear mouth guard during sports		671
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Know child's friends		672
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Home emergency plan		673
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Safety rules with adults		674
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Appropriate vehicle restraint		675
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Helmets and pads		676
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Supervise around water		677
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Smoke-free environment		678
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Guns		679
		orders_plan	child	text		Anticipatory Guidance 7-8 year	Monitor computer use		680
		ros_wcc	child	text		Development 9-10 year			681
		ros_wcc	child	text		Development 9-10 year	Grade: *~*		682
		ros_wcc	child	text		Development 9-10 year	Social interaction: *normal/abnormal*		683
		ros_wcc	child	text		Development 9-10 year	Performance: *normal/abnormal*		684
		ros_wcc	child	text		Development 9-10 year	Behavior: *normal/abnormal*		685
		ros_wcc	child	text		Development 9-10 year	Attention: *normal/abnormal*		686
		ros_wcc	child	text		Development 9-10 year	Homework: *normal/abnormal*		687
		ros_wcc	child	text		Development 9-10 year	Parent/Teacher concerns: *yes/no*		688
		ros_wcc	child	text		Development 9-10 year	Cooperation: *yes/no*		689
		ros_wcc	child	text		Development 9-10 year	Parent-child interaction: *normal/abnormal*		690
		ros_wcc	child	text		Development 9-10 year	Sibling interaction: *normal/abnormal*		691
		ros_wcc	child	text		Development 9-10 year	Oppositional behavior: *yes/no*		692
		ros_wcc	child	text		Development 9-10 year	Eats healthy meals and snacks: *yes/no*		693
		ros_wcc	child	text		Development 9-10 year	Participates in an after-school activity: *yes/no*		694
		ros_wcc	child	text		Development 9-10 year	Has friends: *yes/no*		695
		ros_wcc	child	text		Development 9-10 year	Is vigorously active for 1 hour a day: *yes/no*		696
		ros_wcc	child	text		Development 9-10 year	Has a caring and supportive family: *yes/no*		697
		ros_wcc	child	text		Development 9-10 year	Is doing well in school: *yes/no*		698
		ros_wcc	child	text		Development 9-10 year	Is getting chances to make own decisions: *yes/no*		699
		ros_wcc	child	text		Development 9-10 year	Feels good about self: *yes/no*		700
		ros_wcc	child	text		Development 9-10 year	Does an activity really well: *yes/no*; Describe: *~*		701
		orders_plan	child	text		Anticipatory Guidance 9-10 year			702
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Show interest in school		703
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Quiet space for homework		704
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Address bullying		705
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Encouraging independence and self-responsibility		706
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Be a positive role model - discuss respect, anger		707
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Know child's friends and importance of peers		708
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Expect preadolescent behaviors		709
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Answer questions and discuss puberty		710
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Safety rules with adults		711
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Encourage proper nutrition		712
		orders_plan	child	text		Anticipatory Guidance 9-10 year	60 minutes of physical activity daily		713
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Limit TV and screen time		714
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Dental visits twice a year		715
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Brush teeth twice a day		716
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Floss teeth daily		717
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Wear mouth guards during sports		718
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Booster seat		719
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Teach to swim/water safety		720
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Sunscreen		721
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Avoid tobacco, alcohol, drugs		722
		orders_plan	child	text		Anticipatory Guidance 9-10 year	Guns		723
		ros_wcc	child	text		Risk Assessment 11-14 year			724
		ros_wcc	child	text		Risk Assessment 11-14 year	Home - Eats meals with family: *yes/no*		725
		ros_wcc	child	text		Risk Assessment 11-14 year	Home - Has family members/adult to turn to for help: *yes/no*		726
		ros_wcc	child	text		Risk Assessment 11-14 year	Home - Is permitted and is able to make independent decisions: *yes/no*		727
		ros_wcc	child	text		Risk Assessment 11-14 year	Education - Grade: *~*		728
		ros_wcc	child	text		Risk Assessment 11-14 year	Education - Performance: *normal/abnormal*		729
		ros_wcc	child	text		Risk Assessment 11-14 year	Education - Behavior/Attention: *normal/abnormal*		730
		ros_wcc	child	text		Risk Assessment 11-14 year	Education - Homework: *normal/abnormal*		731
		ros_wcc	child	text		Risk Assessment 11-14 year	Eating - Eats regular meals including adequate fruits and vegetables: *yes/no*		732
		ros_wcc	child	text		Risk Assessment 11-14 year	Eating - Drinks non-sweetened liquids: *yes/no*		733
		ros_wcc	child	text		Risk Assessment 11-14 year	Eating - Calcium source: *yes/no*		734
		ros_wcc	child	text		Risk Assessment 11-14 year	Eating - Has concerns about body or appearance: *yes/no*		735
		ros_wcc	child	text		Risk Assessment 11-14 year	Activities - Has friends: *yes/no*		736
		ros_wcc	child	text		Risk Assessment 11-14 year	Activities - At least 1 hour of physical activiy/day: *yes/no*		737
		ros_wcc	child	text		Risk Assessment 11-14 year	Activities - Screen time (except for homework) less than 2 hours per day: *yes/no*		738
		ros_wcc	child	text		Risk Assessment 11-14 year	Activities - Has interests/participates in community activites/volunteers: *yes/no*		739
		ros_wcc	child	text		Risk Assessment 11-14 year	Drugs - Uses tobacco/alcoho/drugs: *yes/no*		740
		ros_wcc	child	text		Risk Assessment 11-14 year	Safety - Home is free of violence: *yes/no*		741
		ros_wcc	child	text		Risk Assessment 11-14 year	Safety - Uses safety belts/safety equipment: *yes/no*		742
		ros_wcc	child	text		Risk Assessment 11-14 year	Safety - Has peer relationships free of violence: *yes/no*		743
		ros_wcc	child	text		Risk Assessment 11-14 year	Sex - Has had oral sex: *yes/no*		744
		ros_wcc	child	text		Risk Assessment 11-14 year	Ses - Has had sexual intercourse (vaginal, anal): *yes/no*		745
		ros_wcc	child	text		Risk Assessment 11-14 year	Suicidality/Mental Health - Has ways to cope with stress: *yes/no*		746
		ros_wcc	child	text		Risk Assessment 11-14 year	Suicidality/Mental Health - Displays self-confidence: *yes/no*		747
		ros_wcc	child	text		Risk Assessment 11-14 year	Suicidality/Mental Health - Has problems with sleep: *yes/no*		748
		ros_wcc	child	text		Risk Assessment 11-14 year	Suicidality/Mental Health - Gets depressed, anxious, or irritable/has mood swings: *yes/no*		749
		ros_wcc	child	text		Risk Assessment 11-14 year	Suicidality/Mental Health - Has thoughts about hurting self or considered suicide: *yes/no*		750
		orders_plan	child	text		Anticipatory Guidance 11-14 year			751
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Brush/floss teeth		752
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Regular dental visits		753
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Body image		754
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Balanced diet		755
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Limit TV		756
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Physical activity		757
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Help with homework when needed		758
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Encourage reading/school		759
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Community involvement		760
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Family time		761
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Age-appropriate limits		762
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Friends		763
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Decision-making		764
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Dealing with stress		765
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Mental health concerns		766
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Sexuality/puberty		767
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Tobacco, alcohol, drugs		768
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Prescription drugs		769
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Know friends and activities		770
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Sex		771
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Seat belts, no ATV		772
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Guns		773
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Safe dating		774
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Conflict resolution		775
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Bullying		776
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Sport helmets		777
		orders_plan	child	text		Anticipatory Guidance 11-14 year	Protective gear		778
		ros_wcc	child	text		Risk Assessment 15-21 year			779
		ros_wcc	child	text		Risk Assessment 15-21 year	Home - Eats meals with family: *yes/no*		780
		ros_wcc	child	text		Risk Assessment 15-21 year	Home - Has family members/adult to turn to for help: *yes/no*		781
		ros_wcc	child	text		Risk Assessment 15-21 year	Home - Is permitted and is able to make independent decisions: *yes/no*		782
		ros_wcc	child	text		Risk Assessment 15-21 year	Education - Grade: *~*		783
		ros_wcc	child	text		Risk Assessment 15-21 year	Education - Performance: *normal/abnormal*		784
		ros_wcc	child	text		Risk Assessment 15-21 year	Education - Behavior/Attention: *normal/abnormal*		785
		ros_wcc	child	text		Risk Assessment 15-21 year	Education - Homework: *normal/abnormal*		786
		ros_wcc	child	text		Risk Assessment 15-21 year	Eating - Eats regular meals including adequate fruits and vegetables: *yes/no*		787
		ros_wcc	child	text		Risk Assessment 15-21 year	Eating - Drinks non-sweetened liquids: *yes/no*		788
		ros_wcc	child	text		Risk Assessment 15-21 year	Eating - Calcium source: *yes/no*		789
		ros_wcc	child	text		Risk Assessment 15-21 year	Eating - Has concerns about body or appearance: *yes/no*		790
		ros_wcc	child	text		Risk Assessment 15-21 year	Activities - Has friends: *yes/no*		791
		ros_wcc	child	text		Risk Assessment 15-21 year	Activities - At least 1 hour of physical activiy/day: *yes/no*		792
		ros_wcc	child	text		Risk Assessment 15-21 year	Activities - Screen time (except for homework) less than 2 hours per day: *yes/no*		793
		ros_wcc	child	text		Risk Assessment 15-21 year	Activities - Has interests/participates in community activites/volunteers: *yes/no*		794
		ros_wcc	child	text		Risk Assessment 15-21 year	Drugs - Uses tobacco/alcoho/drugs: *yes/no*		795
		ros_wcc	child	text		Risk Assessment 15-21 year	Safety - Home is free of violence: *yes/no*		796
		ros_wcc	child	text		Risk Assessment 15-21 year	Safety - Uses safety belts/safety equipment: *yes/no*		797
		ros_wcc	child	text		Risk Assessment 15-21 year	Safety - Impaired/Distracted driving: *yes/no*		798
		ros_wcc	child	text		Risk Assessment 15-21 year	Safety - Has peer relationships free of violence: *yes/no*		799
		ros_wcc	child	text		Risk Assessment 15-21 year	Sex - Has had oral sex: *yes/no*		800
		ros_wcc	child	text		Risk Assessment 15-21 year	Ses - Has had sexual intercourse (vaginal, anal): *yes/no*		801
		ros_wcc	child	text		Risk Assessment 15-21 year	Suicidality/Mental Health - Has ways to cope with stress: *yes/no*		802
		ros_wcc	child	text		Risk Assessment 15-21 year	Suicidality/Mental Health - Displays self-confidence: *yes/no*		803
		ros_wcc	child	text		Risk Assessment 15-21 year	Suicidality/Mental Health - Has problems with sleep: *yes/no*		804
		ros_wcc	child	text		Risk Assessment 15-21 year	Suicidality/Mental Health - Gets depressed, anxious, or irritable/has mood swings: *yes/no*		805
		ros_wcc	child	text		Risk Assessment 15-21 year	Suicidality/Mental Health - Has thoughts about hurting self or considered suicide: *yes/no*		806
		orders_plan	child	text		Anticipatory Guidance 15-21 year			807
