Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
376	-0.4211	16.7541	0.07999	13.243	14.006	14.48	14.74	15.154	15.443	15.884	16.754	17.694	18.229	18.605	19.183	19.571	20.337	21.751
377	-0.422	16.75	0.07998	13.241	14.003	14.477	14.737	15.151	15.439	15.88	16.75	17.689	18.225	18.6	19.178	19.566	20.331	21.746
378	-0.4229	16.7459	0.07997	13.238	14	14.474	14.734	15.147	15.436	15.876	16.746	17.685	18.22	18.596	19.173	19.561	20.326	21.74
379	-0.4238	16.7418	0.07996	13.236	13.997	14.471	14.731	15.144	15.432	15.872	16.742	17.681	18.215	18.591	19.168	19.556	20.321	21.735
380	-0.4247	16.7377	0.07996	13.233	13.994	14.467	14.727	15.14	15.428	15.869	16.738	17.676	18.211	18.586	19.163	19.552	20.317	21.73
381	-0.4255	16.7337	0.07995	13.23	13.991	14.464	14.724	15.137	15.425	15.865	16.734	17.672	18.207	18.582	19.159	19.547	20.312	21.725
382	-0.4264	16.7296	0.07994	13.228	13.988	14.461	14.721	15.133	15.421	15.861	16.73	17.668	18.202	18.577	19.154	19.542	20.306	21.72
383	-0.4273	16.7255	0.07993	13.225	13.985	14.458	14.717	15.13	15.418	15.857	16.726	17.663	18.197	18.572	19.149	19.537	20.301	21.714
384	-0.4282	16.7215	0.07992	13.223	13.982	14.455	14.714	15.127	15.414	15.854	16.722	17.659	18.193	18.568	19.144	19.532	20.296	21.709
385	-0.429	16.7174	0.07991	13.22	13.98	14.452	14.711	15.123	15.411	15.85	16.717	17.654	18.188	18.563	19.139	19.527	20.291	21.704
386	-0.4299	16.7134	0.0799	13.218	13.977	14.448	14.708	15.12	15.407	15.846	16.713	17.65	18.184	18.559	19.135	19.522	20.286	21.698
387	-0.4308	16.7093	0.0799	13.215	13.973	14.445	14.704	15.116	15.404	15.842	16.709	17.646	18.179	18.554	19.13	19.518	20.281	21.694
388	-0.4316	16.7053	0.07989	13.212	13.971	14.442	14.701	15.113	15.4	15.839	16.705	17.641	18.175	18.549	19.125	19.513	20.276	21.688
389	-0.4325	16.7012	0.07988	13.21	13.968	14.439	14.698	15.109	15.396	15.835	16.701	17.637	18.17	18.545	19.12	19.508	20.271	21.683
390	-0.4333	16.6972	0.07987	13.207	13.965	14.436	14.694	15.106	15.393	15.831	16.697	17.633	18.166	18.54	19.116	19.503	20.266	21.678
391	-0.4342	16.6932	0.07986	13.205	13.962	14.433	14.691	15.103	15.389	15.828	16.693	17.628	18.161	18.536	19.111	19.498	20.261	21.672
392	-0.435	16.6891	0.07985	13.202	13.959	14.43	14.688	15.099	15.386	15.824	16.689	17.624	18.157	18.531	19.106	19.493	20.256	21.667
393	-0.4359	16.6851	0.07984	13.199	13.956	14.426	14.685	15.096	15.382	15.82	16.685	17.62	18.152	18.526	19.101	19.488	20.251	21.662
394	-0.4367	16.6811	0.07984	13.197	13.953	14.423	14.681	15.092	15.379	15.816	16.681	17.615	18.148	18.522	19.097	19.484	20.246	21.657
395	-0.4376	16.6771	0.07983	13.194	13.95	14.42	14.678	15.089	15.375	15.813	16.677	17.611	18.143	18.517	19.092	19.479	20.241	21.652
396	-0.4384	16.6731	0.07982	13.192	13.947	14.417	14.675	15.085	15.372	15.809	16.673	17.607	18.139	18.513	19.087	19.474	20.236	21.646
397	-0.4393	16.6691	0.07981	13.189	13.944	14.414	14.672	15.082	15.368	15.805	16.669	17.602	18.134	18.508	19.082	19.469	20.231	21.641
398	-0.4401	16.6651	0.0798	13.187	13.941	14.411	14.669	15.079	15.365	15.802	16.665	17.598	18.13	18.503	19.078	19.464	20.226	21.636
399	-0.441	16.6611	0.0798	13.184	13.938	14.407	14.665	15.075	15.361	15.798	16.661	17.594	18.126	18.499	19.073	19.46	20.222	21.631
400	-0.4418	16.6571	0.07979	13.181	13.935	14.404	14.662	15.072	15.358	15.794	16.657	17.59	18.121	18.494	19.069	19.455	20.217	21.626
401	-0.4426	16.6531	0.07978	13.179	13.933	14.401	14.659	15.068	15.354	15.791	16.653	17.585	18.117	18.49	19.064	19.45	20.212	21.621
402	-0.4435	16.6491	0.07977	13.176	13.93	14.398	14.656	15.065	15.351	15.787	16.649	17.581	18.112	18.485	19.059	19.445	20.207	21.615
403	-0.4443	16.6451	0.07976	13.174	13.927	14.395	14.652	15.062	15.347	15.783	16.645	17.577	18.108	18.481	19.054	19.441	20.202	21.61
404	-0.4451	16.6412	0.07975	13.171	13.924	14.392	14.649	15.058	15.344	15.78	16.641	17.572	18.103	18.476	19.05	19.436	20.197	21.605
405	-0.446	16.6372	0.07975	13.168	13.921	14.389	14.646	15.055	15.34	15.776	16.637	17.568	18.099	18.472	19.045	19.431	20.192	21.6
406	-0.4468	16.6332	0.07974	13.166	13.918	14.386	14.643	15.051	15.337	15.772	16.633	17.564	18.095	18.467	19.04	19.426	20.187	21.595
407	-0.4476	16.6293	0.07973	13.163	13.915	14.383	14.64	15.048	15.333	15.769	16.629	17.56	18.09	18.463	19.036	19.422	20.182	21.59
408	-0.4484	16.6253	0.07972	13.161	13.912	14.38	14.636	15.045	15.33	15.765	16.625	17.555	18.086	18.458	19.031	19.417	20.177	21.585
409	-0.4493	16.6214	0.07971	13.159	13.91	14.377	14.633	15.042	15.326	15.761	16.621	17.551	18.081	18.454	19.026	19.412	20.172	21.579
410	-0.4501	16.6175	0.07971	13.156	13.906	14.373	14.63	15.038	15.323	15.758	16.618	17.547	18.077	18.449	19.022	19.408	20.168	21.575
411	-0.4509	16.6135	0.0797	13.153	13.904	14.37	14.627	15.035	15.319	15.754	16.614	17.543	18.073	18.445	19.017	19.403	20.163	21.57
412	-0.4517	16.6096	0.07969	13.151	13.901	14.367	14.624	15.031	15.316	15.751	16.61	17.538	18.068	18.44	19.013	19.398	20.158	21.564
413	-0.4525	16.6057	0.07968	13.148	13.898	14.364	14.62	15.028	15.312	15.747	16.606	17.534	18.064	18.436	19.008	19.393	20.153	21.559
414	-0.4533	16.6018	0.07967	13.146	13.895	14.361	14.617	15.025	15.309	15.743	16.602	17.53	18.059	18.431	19.003	19.389	20.148	21.554
415	-0.4541	16.5979	0.07966	13.143	13.892	14.358	14.614	15.022	15.306	15.74	16.598	17.526	18.055	18.427	18.999	19.384	20.143	21.549
416	-0.455	16.594	0.07966	13.141	13.889	14.355	14.611	15.018	15.302	15.736	16.594	17.522	18.051	18.423	18.994	19.38	20.139	21.544
417	-0.4558	16.5901	0.07965	13.138	13.887	14.352	14.608	15.015	15.299	15.733	16.59	17.517	18.046	18.418	18.99	19.375	20.134	21.539
418	-0.4566	16.5862	0.07964	13.136	13.884	14.349	14.605	15.011	15.295	15.729	16.586	17.513	18.042	18.414	18.985	19.37	20.129	21.534
419	-0.4574	16.5823	0.07963	13.133	13.881	14.346	14.602	15.008	15.292	15.725	16.582	17.509	18.038	18.409	18.98	19.365	20.124	21.529
420	-0.4582	16.5784	0.07963	13.13	13.878	14.343	14.598	15.005	15.288	15.722	16.578	17.505	18.034	18.405	18.976	19.361	20.119	21.524
421	-0.459	16.5745	0.07962	13.128	13.875	14.34	14.595	15.001	15.285	15.718	16.575	17.501	18.029	18.4	18.971	19.356	20.114	21.519
422	-0.4598	16.5707	0.07961	13.126	13.872	14.337	14.592	14.998	15.282	15.715	16.571	17.497	18.025	18.396	18.967	19.351	20.11	21.514
423	-0.4606	16.5668	0.0796	13.123	13.87	14.334	14.589	14.995	15.278	15.711	16.567	17.492	18.02	18.391	18.962	19.347	20.105	21.509
424	-0.4614	16.5629	0.07959	13.121	13.867	14.331	14.586	14.992	15.275	15.707	16.563	17.488	18.016	18.387	18.958	19.342	20.1	21.504
425	-0.4621	16.5591	0.07959	13.118	13.864	14.328	14.583	14.988	15.271	15.704	16.559	17.484	18.012	18.383	18.953	19.338	20.095	21.499
426	-0.4629	16.5553	0.07958	13.116	13.861	14.325	14.58	14.985	15.268	15.7	16.555	17.48	18.008	18.378	18.949	19.333	20.091	21.494
427	-0.4637	16.5514	0.07957	13.113	13.858	14.322	14.576	14.982	15.265	15.697	16.551	17.476	18.003	18.374	18.944	19.328	20.086	21.489
428	-0.4645	16.5476	0.07956	13.111	13.856	14.319	14.573	14.979	15.261	15.693	16.548	17.472	17.999	18.37	18.94	19.324	20.081	21.484
429	-0.4653	16.5438	0.07955	13.108	13.853	14.316	14.57	14.975	15.258	15.69	16.544	17.468	17.995	18.365	18.935	19.319	20.076	21.479
430	-0.4661	16.5399	0.07955	13.106	13.85	14.313	14.567	14.972	15.254	15.686	16.54	17.464	17.991	18.361	18.931	19.315	20.072	21.474
431	-0.4669	16.5361	0.07954	13.103	13.847	14.31	14.564	14.969	15.251	15.683	16.536	17.459	17.986	18.357	18.926	19.31	20.067	21.469
432	-0.4677	16.5323	0.07953	13.101	13.844	14.307	14.561	14.966	15.248	15.679	16.532	17.455	17.982	18.352	18.922	19.305	20.062	21.464
433	-0.4684	16.5285	0.07952	13.098	13.842	14.304	14.558	14.962	15.245	15.676	16.529	17.451	17.978	18.348	18.917	19.301	20.057	21.459
434	-0.4692	16.5247	0.07952	13.096	13.839	14.301	14.555	14.959	15.241	15.672	16.525	17.447	17.974	18.344	18.913	19.297	20.053	21.455
435	-0.47	16.5209	0.07951	13.093	13.836	14.298	14.552	14.956	15.238	15.669	16.521	17.443	17.969	18.339	18.908	19.292	20.048	21.45
436	-0.4708	16.5172	0.0795	13.091	13.833	14.295	14.549	14.953	15.235	15.665	16.517	17.439	17.965	18.335	18.904	19.287	20.043	21.445
437	-0.4715	16.5134	0.07949	13.089	13.83	14.292	14.546	14.949	15.231	15.662	16.513	17.435	17.961	18.331	18.899	19.283	20.039	21.44
438	-0.4723	16.5096	0.07949	13.086	13.827	14.289	14.542	14.946	15.228	15.658	16.51	17.431	17.957	18.326	18.895	19.278	20.034	21.435
439	-0.4731	16.5059	0.07948	13.084	13.825	14.286	14.539	14.943	15.225	15.655	16.506	17.427	17.953	18.322	18.891	19.274	20.03	21.43
440	-0.4738	16.5021	0.07947	13.081	13.822	14.283	14.536	14.94	15.221	15.651	16.502	17.423	17.948	18.318	18.886	19.269	20.025	21.425
441	-0.4746	16.4984	0.07946	13.079	13.819	14.28	14.534	14.937	15.218	15.648	16.498	17.419	17.944	18.314	18.882	19.265	20.02	21.42
442	-0.4754	16.4946	0.07946	13.076	13.816	14.277	14.53	14.933	15.215	15.644	16.495	17.415	17.94	18.309	18.877	19.26	20.016	21.416
443	-0.4761	16.4909	0.07945	13.074	13.814	14.274	14.527	14.93	15.211	15.641	16.491	17.411	17.936	18.305	18.873	19.256	20.011	21.411
444	-0.4769	16.4871	0.07944	13.071	13.811	14.271	14.524	14.927	15.208	15.637	16.487	17.407	17.932	18.301	18.869	19.251	20.006	21.406
445	-0.4777	16.4834	0.07943	13.069	13.808	14.268	14.521	14.924	15.205	15.634	16.483	17.403	17.928	18.296	18.864	19.247	20.001	21.401
446	-0.4784	16.4797	0.07943	13.066	13.805	14.265	14.518	14.921	15.201	15.631	16.48	17.399	17.924	18.292	18.86	19.243	19.997	21.397
447	-0.4792	16.476	0.07942	13.064	13.803	14.263	14.515	14.917	15.198	15.627	16.476	17.395	17.919	18.288	18.856	19.238	19.993	21.392
448	-0.4799	16.4723	0.07941	13.062	13.8	14.26	14.512	14.914	15.195	15.624	16.472	17.391	17.915	18.284	18.851	19.234	19.988	21.387
449	-0.4807	16.4686	0.0794	13.059	13.798	14.257	14.509	14.911	15.192	15.62	16.469	17.387	17.911	18.28	18.847	19.229	19.983	21.382
450	-0.4814	16.4649	0.0794	13.057	13.795	14.254	14.506	14.908	15.188	15.617	16.465	17.383	17.907	18.276	18.843	19.225	19.979	21.378
451	-0.4822	16.4612	0.07939	13.054	13.792	14.251	14.503	14.905	15.185	15.614	16.461	17.379	17.903	18.271	18.838	19.22	19.974	21.373
452	-0.4829	16.4576	0.07938	13.052	13.789	14.248	14.5	14.902	15.182	15.61	16.458	17.375	17.899	18.267	18.834	19.216	19.97	21.368
453	-0.4837	16.4539	0.07937	13.05	13.787	14.245	14.497	14.899	15.179	15.607	16.454	17.371	17.895	18.263	18.829	19.211	19.965	21.363
454	-0.4844	16.4502	0.07937	13.047	13.784	14.242	14.494	14.895	15.175	15.603	16.45	17.367	17.891	18.259	18.825	19.207	19.961	21.358
455	-0.4852	16.4466	0.07936	13.045	13.781	14.239	14.491	14.892	15.172	15.6	16.447	17.363	17.887	18.255	18.821	19.203	19.956	21.354
456	-0.4859	16.4429	0.07935	13.043	13.779	14.237	14.488	14.889	15.169	15.597	16.443	17.359	17.883	18.25	18.817	19.198	19.951	21.349
457	-0.4867	16.4393	0.07934	13.04	13.776	14.234	14.486	14.886	15.166	15.593	16.439	17.355	17.878	18.246	18.812	19.194	19.947	21.344
458	-0.4874	16.4357	0.07934	13.038	13.773	14.231	14.482	14.883	15.163	15.59	16.436	17.352	17.875	18.242	18.808	19.19	19.943	21.34
459	-0.4881	16.432	0.07933	13.035	13.77	14.228	14.479	14.88	15.159	15.587	16.432	17.348	17.87	18.238	18.804	19.185	19.938	21.335
460	-0.4889	16.4284	0.07932	13.033	13.768	14.225	14.477	14.877	15.156	15.583	16.428	17.344	17.866	18.234	18.799	19.181	19.933	21.33
461	-0.4896	16.4248	0.07931	13.031	13.765	14.222	14.474	14.874	15.153	15.58	16.425	17.34	17.862	18.23	18.795	19.177	19.929	21.325
462	-0.4903	16.4212	0.07931	13.028	13.762	14.219	14.471	14.871	15.15	15.577	16.421	17.336	17.858	18.226	18.791	19.172	19.925	21.321
463	-0.4911	16.4176	0.0793	13.026	13.76	14.217	14.468	14.868	15.147	15.573	16.418	17.332	17.854	18.222	18.787	19.168	19.92	21.316
464	-0.4918	16.414	0.07929	13.024	13.757	14.214	14.465	14.865	15.144	15.57	16.414	17.328	17.85	18.217	18.783	19.164	19.916	21.311
465	-0.4925	16.4104	0.07929	13.021	13.754	14.211	14.462	14.861	15.14	15.567	16.41	17.324	17.846	18.213	18.779	19.16	19.911	21.307
466	-0.4933	16.4069	0.07928	13.019	13.752	14.208	14.459	14.858	15.137	15.563	16.407	17.321	17.842	18.209	18.774	19.155	19.907	21.302
467	-0.494	16.4033	0.07927	13.017	13.749	14.205	14.456	14.855	15.134	15.56	16.403	17.317	17.838	18.205	18.77	19.151	19.902	21.297
468	-0.4947	16.3997	0.07926	13.015	13.747	14.203	14.453	14.852	15.131	15.557	16.4	17.313	17.834	18.201	18.766	19.146	19.898	21.292
469	-0.4954	16.3962	0.07926	13.012	13.744	14.2	14.45	14.849	15.128	15.553	16.396	17.309	17.831	18.197	18.762	19.143	19.894	21.288
470	-0.4962	16.3926	0.07925	13.01	13.741	14.197	14.447	14.846	15.125	15.55	16.393	17.305	17.827	18.193	18.757	19.138	19.889	21.284
471	-0.4969	16.3891	0.07924	13.008	13.739	14.194	14.445	14.843	15.122	15.547	16.389	17.301	17.823	18.189	18.753	19.134	19.885	21.279
472	-0.4976	16.3856	0.07924	13.005	13.736	14.191	14.442	14.84	15.118	15.544	16.386	17.298	17.819	18.185	18.749	19.13	19.881	21.275
473	-0.4983	16.3821	0.07923	13.003	13.734	14.189	14.439	14.837	15.115	15.54	16.382	17.294	17.815	18.181	18.745	19.126	19.876	21.27
474	-0.499	16.3785	0.07922	13.001	13.731	14.186	14.436	14.834	15.112	15.537	16.378	17.29	17.811	18.177	18.741	19.121	19.872	21.265
475	-0.4997	16.375	0.07921	12.998	13.729	14.183	14.433	14.831	15.109	15.534	16.375	17.286	17.807	18.173	18.737	19.117	19.867	21.26
476	-0.5005	16.3715	0.07921	12.996	13.726	14.18	14.43	14.828	15.106	15.531	16.372	17.283	17.803	18.169	18.733	19.113	19.863	21.256
477	-0.5012	16.368	0.0792	12.994	13.723	14.178	14.427	14.825	15.103	15.527	16.368	17.279	17.799	18.165	18.729	19.109	19.859	21.252
478	-0.5019	16.3646	0.07919	12.992	13.721	14.175	14.425	14.822	15.1	15.524	16.365	17.275	17.795	18.161	18.724	19.104	19.854	21.247
479	-0.5026	16.3611	0.07919	12.989	13.718	14.172	14.422	14.819	15.097	15.521	16.361	17.271	17.792	18.157	18.721	19.101	19.85	21.243
480	-0.5033	16.3576	0.07918	12.987	13.716	14.169	14.419	14.816	15.094	15.518	16.358	17.268	17.788	18.153	18.716	19.096	19.846	21.238
481	-0.504	16.3541	0.07917	12.985	13.713	14.167	14.416	14.813	15.091	15.515	16.354	17.264	17.784	18.149	18.712	19.092	19.841	21.234
482	-0.5047	16.3507	0.07916	12.983	13.711	14.164	14.413	14.81	15.088	15.512	16.351	17.26	17.78	18.145	18.708	19.088	19.837	21.229
483	-0.5054	16.3472	0.07916	12.98	13.708	14.161	14.41	14.807	15.085	15.508	16.347	17.256	17.776	18.141	18.704	19.084	19.833	21.225
484	-0.5061	16.3438	0.07915	12.978	13.706	14.159	14.408	14.805	15.082	15.505	16.344	17.253	17.772	18.137	18.7	19.08	19.829	21.22
485	-0.5068	16.3404	0.07914	12.976	13.703	14.156	14.405	14.802	15.079	15.502	16.34	17.249	17.768	18.134	18.696	19.075	19.824	21.216
486	-0.5075	16.3369	0.07914	12.973	13.7	14.153	14.402	14.799	15.075	15.499	16.337	17.245	17.765	18.13	18.692	19.071	19.82	21.212
487	-0.5082	16.3335	0.07913	12.971	13.698	14.151	14.399	14.796	15.072	15.496	16.334	17.242	17.761	18.126	18.688	19.067	19.816	21.207
488	-0.5089	16.3301	0.07912	12.969	13.695	14.148	14.397	14.793	15.069	15.493	16.33	17.238	17.757	18.122	18.684	19.063	19.812	21.202
489	-0.5096	16.3267	0.07912	12.967	13.693	14.145	14.394	14.79	15.066	15.489	16.327	17.234	17.753	18.118	18.68	19.059	19.808	21.198
490	-0.5103	16.3233	0.07911	12.964	13.69	14.142	14.391	14.787	15.063	15.486	16.323	17.231	17.749	18.114	18.676	19.055	19.803	21.194
491	-0.511	16.3199	0.0791	12.962	13.688	14.14	14.388	14.784	15.06	15.483	16.32	17.227	17.746	18.11	18.672	19.051	19.799	21.189
492	-0.5117	16.3165	0.07909	12.96	13.686	14.137	14.386	14.781	15.058	15.48	16.317	17.223	17.742	18.106	18.668	19.047	19.795	21.185
493	-0.5124	16.3131	0.07909	12.958	13.683	14.134	14.383	14.778	15.054	15.477	16.313	17.22	17.738	18.103	18.664	19.043	19.791	21.181
494	-0.5131	16.3098	0.07908	12.956	13.68	14.132	14.38	14.775	15.052	15.474	16.31	17.216	17.734	18.099	18.66	19.039	19.787	21.176
495	-0.5138	16.3064	0.07907	12.954	13.678	14.129	14.377	14.773	15.049	15.471	16.306	17.212	17.73	18.095	18.656	19.035	19.782	21.172
496	-0.5144	16.3031	0.07907	12.951	13.675	14.127	14.375	14.77	15.046	15.468	16.303	17.209	17.727	18.091	18.652	19.031	19.778	21.168
497	-0.5151	16.2997	0.07906	12.949	13.673	14.124	14.372	14.767	15.043	15.464	16.3	17.205	17.723	18.087	18.648	19.027	19.774	21.163
498	-0.5158	16.2964	0.07905	12.947	13.671	14.121	14.369	14.764	15.04	15.461	16.296	17.202	17.719	18.083	18.644	19.023	19.77	21.159
499	-0.5165	16.293	0.07905	12.945	13.668	14.119	14.366	14.761	15.037	15.458	16.293	17.198	17.716	18.08	18.64	19.019	19.766	21.155
500	-0.5172	16.2897	0.07904	12.943	13.666	14.116	14.364	14.758	15.034	15.455	16.29	17.195	17.712	18.076	18.636	19.015	19.762	21.15
501	-0.5179	16.2864	0.07903	12.941	13.663	14.114	14.361	14.756	15.031	15.452	16.286	17.191	17.708	18.072	18.632	19.011	19.757	21.146
502	-0.5185	16.2831	0.07903	12.938	13.661	14.111	14.358	14.753	15.028	15.449	16.283	17.188	17.705	18.068	18.629	19.007	19.754	21.142
503	-0.5192	16.2798	0.07902	12.936	13.658	14.108	14.356	14.75	15.025	15.446	16.28	17.184	17.701	18.065	18.625	19.003	19.749	21.137
504	-0.5199	16.2765	0.07901	12.934	13.656	14.106	14.353	14.747	15.022	15.443	16.276	17.18	17.697	18.061	18.621	18.999	19.745	21.133
505	-0.5206	16.2732	0.07901	12.932	13.653	14.103	14.35	14.744	15.019	15.44	16.273	17.177	17.694	18.057	18.617	18.995	19.741	21.129
506	-0.5212	16.2699	0.079	12.93	13.651	14.1	14.348	14.741	15.016	15.437	16.27	17.173	17.69	18.053	18.613	18.991	19.737	21.125
507	-0.5219	16.2666	0.07899	12.928	13.649	14.098	14.345	14.739	15.013	15.434	16.267	17.17	17.686	18.049	18.609	18.987	19.733	21.12
508	-0.5226	16.2634	0.07899	12.925	13.646	14.095	14.342	14.736	15.011	15.431	16.263	17.166	17.683	18.046	18.606	18.983	19.729	21.116
509	-0.5233	16.2601	0.07898	12.923	13.644	14.093	14.34	14.733	15.008	15.428	16.26	17.163	17.679	18.042	18.602	18.979	19.725	21.112
510	-0.5239	16.2568	0.07897	12.921	13.641	14.09	14.337	14.73	15.005	15.425	16.257	17.159	17.675	18.038	18.598	18.975	19.721	21.107
511	-0.5246	16.2536	0.07897	12.919	13.639	14.088	14.334	14.727	15.002	15.422	16.254	17.156	17.672	18.035	18.594	18.972	19.717	21.104
512	-0.5253	16.2504	0.07896	12.917	13.637	14.085	14.332	14.725	14.999	15.419	16.25	17.152	17.668	18.031	18.59	18.968	19.713	21.099
513	-0.5259	16.2471	0.07895	12.915	13.634	14.083	14.329	14.722	14.996	15.416	16.247	17.149	17.664	18.027	18.586	18.964	19.709	21.095
514	-0.5266	16.2439	0.07895	12.912	13.632	14.08	14.326	14.719	14.993	15.413	16.244	17.145	17.661	18.024	18.583	18.96	19.705	21.091
515	-0.5273	16.2407	0.07894	12.91	13.629	14.077	14.324	14.716	14.991	15.41	16.241	17.142	17.657	18.02	18.579	18.956	19.701	21.087
516	-0.5279	16.2375	0.07893	12.908	13.627	14.075	14.321	14.714	14.988	15.407	16.238	17.138	17.654	18.016	18.575	18.952	19.697	21.082
517	-0.5286	16.2343	0.07893	12.906	13.625	14.072	14.319	14.711	14.985	15.404	16.234	17.135	17.65	18.013	18.571	18.949	19.693	21.079
518	-0.5292	16.2311	0.07892	12.904	13.622	14.07	14.316	14.708	14.982	15.401	16.231	17.132	17.647	18.009	18.568	18.945	19.689	21.074
519	-0.5299	16.2279	0.07891	12.902	13.62	14.067	14.314	14.705	14.979	15.398	16.228	17.128	17.643	18.005	18.564	18.941	19.685	21.07
520	-0.5306	16.2247	0.07891	12.9	13.618	14.065	14.311	14.703	14.976	15.395	16.225	17.125	17.64	18.002	18.56	18.937	19.681	21.066
521	-0.5312	16.2215	0.0789	12.898	13.615	14.062	14.308	14.7	14.974	15.392	16.221	17.121	17.636	17.998	18.556	18.933	19.677	21.062
522	-0.5319	16.2184	0.07889	12.896	13.613	14.06	14.306	14.697	14.971	15.389	16.218	17.118	17.632	17.995	18.552	18.929	19.673	21.057
523	-0.5325	16.2152	0.07889	12.894	13.611	14.057	14.303	14.695	14.968	15.386	16.215	17.115	17.629	17.991	18.549	18.926	19.67	21.054
524	-0.5332	16.2121	0.07888	12.892	13.608	14.055	14.301	14.692	14.965	15.383	16.212	17.111	17.626	17.987	18.545	18.922	19.666	21.05
525	-0.5338	16.2089	0.07887	12.89	13.606	14.053	14.298	14.689	14.963	15.381	16.209	17.108	17.622	17.984	18.541	18.918	19.661	21.045
526	-0.5345	16.2058	0.07887	12.888	13.604	14.05	14.295	14.687	14.96	15.378	16.206	17.104	17.619	17.98	18.538	18.914	19.658	21.042
527	-0.5351	16.2027	0.07886	12.886	13.601	14.048	14.293	14.684	14.957	15.375	16.203	17.101	17.615	17.977	18.534	18.91	19.654	21.037
528	-0.5358	16.1996	0.07885	12.884	13.599	14.045	14.291	14.681	14.954	15.372	16.2	17.098	17.612	17.973	18.53	18.907	19.65	21.033
529	-0.5364	16.1964	0.07885	12.881	13.597	14.043	14.288	14.678	14.951	15.369	16.196	17.094	17.608	17.97	18.527	18.903	19.646	21.029
530	-0.5371	16.1933	0.07884	12.88	13.595	14.04	14.285	14.676	14.949	15.366	16.193	17.091	17.605	17.966	18.523	18.899	19.642	21.025
531	-0.5377	16.1902	0.07883	12.878	13.592	14.038	14.283	14.673	14.946	15.363	16.19	17.088	17.601	17.962	18.519	18.895	19.638	21.021
532	-0.5383	16.1872	0.07883	12.875	13.59	14.035	14.28	14.671	14.943	15.36	16.187	17.084	17.598	17.959	18.516	18.892	19.635	21.017
533	-0.539	16.1841	0.07882	12.874	13.588	14.033	14.278	14.668	14.941	15.358	16.184	17.081	17.594	17.955	18.512	18.888	19.631	21.013
534	-0.5396	16.181	0.07881	12.872	13.586	14.031	14.275	14.665	14.938	15.355	16.181	17.078	17.591	17.952	18.508	18.884	19.627	21.009
535	-0.5403	16.1779	0.07881	12.869	13.583	14.028	14.273	14.663	14.935	15.352	16.178	17.074	17.587	17.948	18.505	18.881	19.623	21.005
536	-0.5409	16.1749	0.0788	12.868	13.581	14.026	14.27	14.66	14.933	15.349	16.175	17.071	17.584	17.945	18.501	18.877	19.619	21.001
537	-0.5415	16.1718	0.0788	12.865	13.579	14.023	14.268	14.657	14.93	15.346	16.172	17.068	17.581	17.942	18.498	18.874	19.616	20.997
538	-0.5422	16.1688	0.07879	12.863	13.576	14.021	14.265	14.655	14.927	15.343	16.169	17.065	17.577	17.938	18.494	18.87	19.612	20.993
539	-0.5428	16.1658	0.07878	12.862	13.574	14.019	14.263	14.652	14.925	15.341	16.166	17.061	17.574	17.935	18.491	18.866	19.608	20.989
540	-0.5434	16.1627	0.07878	12.859	13.572	14.016	14.26	14.65	14.922	15.338	16.163	17.058	17.571	17.931	18.487	18.863	19.604	20.986
541	-0.5441	16.1597	0.07877	12.857	13.57	14.014	14.258	14.647	14.919	15.335	16.16	17.055	17.567	17.928	18.484	18.859	19.601	20.981
542	-0.5447	16.1567	0.07876	12.856	13.568	14.011	14.256	14.645	14.917	15.332	16.157	17.052	17.564	17.924	18.48	18.855	19.597	20.977
543	-0.5453	16.1537	0.07876	12.853	13.565	14.009	14.253	14.642	14.914	15.33	16.154	17.048	17.56	17.921	18.477	18.852	19.593	20.974
544	-0.546	16.1507	0.07875	12.852	13.563	14.007	14.251	14.64	14.911	15.327	16.151	17.045	17.557	17.917	18.473	18.848	19.589	20.97
545	-0.5466	16.1477	0.07874	12.85	13.561	14.004	14.248	14.637	14.909	15.324	16.148	17.042	17.554	17.914	18.469	18.844	19.585	20.966
546	-0.5472	16.1447	0.07874	12.848	13.559	14.002	14.246	14.634	14.906	15.321	16.145	17.039	17.55	17.911	18.466	18.841	19.582	20.962
547	-0.5479	16.1418	0.07873	12.846	13.557	14	14.243	14.632	14.903	15.319	16.142	17.036	17.547	17.907	18.462	18.837	19.578	20.958
548	-0.5485	16.1388	0.07873	12.844	13.554	13.997	14.241	14.629	14.901	15.316	16.139	17.032	17.544	17.904	18.459	18.834	19.575	20.955
549	-0.5491	16.1359	0.07872	12.842	13.552	13.995	14.239	14.627	14.898	15.313	16.136	17.029	17.541	17.901	18.456	18.83	19.571	20.951
550	-0.5497	16.1329	0.07871	12.84	13.55	13.993	14.236	14.624	14.896	15.31	16.133	17.026	17.537	17.897	18.452	18.827	19.567	20.946
551	-0.5503	16.13	0.07871	12.838	13.548	13.99	14.234	14.622	14.893	15.308	16.13	17.023	17.534	17.894	18.449	18.823	19.564	20.943
552	-0.551	16.127	0.0787	12.836	13.546	13.988	14.231	14.619	14.89	15.305	16.127	17.02	17.531	17.89	18.445	18.82	19.56	20.939
553	-0.5516	16.1241	0.07869	12.834	13.544	13.986	14.229	14.617	14.888	15.302	16.124	17.016	17.527	17.887	18.441	18.816	19.556	20.935
554	-0.5522	16.1212	0.07869	12.832	13.541	13.983	14.227	14.614	14.885	15.3	16.121	17.013	17.524	17.884	18.438	18.813	19.553	20.932
