Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
395	1	46.3337	0.02789	42.34	43.327	43.903	44.208	44.678	44.994	45.462	46.334	47.205	47.673	47.99	48.459	48.764	49.34	50.327
396	1	46.3421	0.02789	42.348	43.335	43.911	44.216	44.686	45.003	45.47	46.342	47.214	47.682	47.998	48.468	48.773	49.349	50.336
397	1	46.3506	0.02789	42.356	43.343	43.919	44.224	44.694	45.011	45.479	46.351	47.223	47.69	48.007	48.477	48.782	49.358	50.345
398	1	46.359	0.02789	42.363	43.351	43.927	44.232	44.702	45.019	45.487	46.359	47.231	47.699	48.016	48.486	48.791	49.367	50.355
399	1	46.3674	0.02789	42.371	43.359	43.935	44.24	44.71	45.027	45.495	46.367	47.24	47.708	48.025	48.495	48.8	49.376	50.364
400	1	46.3758	0.02789	42.379	43.367	43.943	44.248	44.718	45.035	45.503	46.376	47.248	47.716	48.033	48.503	48.808	49.385	50.373
401	1	46.3841	0.02789	42.386	43.375	43.951	44.256	44.726	45.043	45.512	46.384	47.257	47.725	48.042	48.512	48.817	49.394	50.382
402	1	46.3924	0.0279	42.393	43.381	43.958	44.263	44.734	45.051	45.519	46.392	47.265	47.734	48.051	48.521	48.827	49.404	50.392
403	1	46.4007	0.0279	42.4	43.389	43.966	44.271	44.742	45.059	45.528	46.401	47.274	47.742	48.06	48.53	48.836	49.412	50.401
404	1	46.409	0.0279	42.408	43.397	43.974	44.279	44.75	45.067	45.536	46.409	47.282	47.751	48.068	48.539	48.844	49.421	50.41
405	1	46.4172	0.0279	42.415	43.404	43.981	44.287	44.758	45.075	45.544	46.417	47.291	47.759	48.077	48.547	48.853	49.43	50.419
406	1	46.4254	0.0279	42.423	43.412	43.989	44.295	44.765	45.083	45.552	46.425	47.299	47.768	48.085	48.556	48.862	49.439	50.428
407	1	46.4335	0.0279	42.43	43.42	43.997	44.303	44.773	45.091	45.56	46.434	47.307	47.776	48.094	48.564	48.87	49.447	50.437
408	1	46.4417	0.0279	42.438	43.427	44.005	44.31	44.781	45.099	45.568	46.442	47.316	47.785	48.102	48.573	48.879	49.456	50.446
409	1	46.4498	0.0279	42.445	43.435	44.012	44.318	44.789	45.107	45.576	46.45	47.324	47.793	48.111	48.581	48.887	49.465	50.455
410	1	46.4578	0.0279	42.452	43.442	44.02	44.326	44.797	45.114	45.584	46.458	47.332	47.801	48.119	48.59	48.896	49.473	50.463
411	1	46.4659	0.0279	42.46	43.45	44.028	44.334	44.804	45.122	45.591	46.466	47.34	47.81	48.127	48.598	48.904	49.482	50.472
412	1	46.4739	0.0279	42.467	43.458	44.035	44.341	44.812	45.13	45.599	46.474	47.348	47.818	48.136	48.607	48.913	49.49	50.481
413	1	46.4819	0.0279	42.474	43.465	44.043	44.349	44.82	45.138	45.607	46.482	47.357	47.826	48.144	48.615	48.921	49.499	50.489
414	1	46.4899	0.0279	42.482	43.472	44.05	44.356	44.828	45.146	45.615	46.49	47.365	47.834	48.152	48.623	48.929	49.507	50.498
415	1	46.4978	0.0279	42.489	43.48	44.058	44.364	44.835	45.153	45.623	46.498	47.373	47.842	48.16	48.632	48.938	49.516	50.507
416	1	46.5057	0.0279	42.496	43.487	44.065	44.371	44.843	45.161	45.631	46.506	47.381	47.85	48.169	48.64	48.946	49.524	50.515
417	1	46.5136	0.0279	42.503	43.495	44.073	44.379	44.85	45.169	45.638	46.514	47.389	47.859	48.177	48.648	48.954	49.533	50.524
418	1	46.5215	0.0279	42.511	43.502	44.08	44.387	44.858	45.176	45.646	46.522	47.397	47.867	48.185	48.656	48.963	49.541	50.532
419	1	46.5293	0.0279	42.518	43.509	44.088	44.394	44.866	45.184	45.654	46.529	47.405	47.875	48.193	48.665	48.971	49.549	50.541
420	1	46.5371	0.0279	42.525	43.517	44.095	44.401	44.873	45.191	45.661	46.537	47.413	47.883	48.201	48.673	48.979	49.558	50.549
421	1	46.5449	0.0279	42.532	43.524	44.102	44.409	44.881	45.199	45.669	46.545	47.421	47.891	48.209	48.681	48.987	49.566	50.558
422	1	46.5527	0.0279	42.539	43.531	44.11	44.416	44.888	45.207	45.677	46.553	47.429	47.899	48.217	48.689	48.996	49.574	50.566
423	1	46.5604	0.0279	42.546	43.538	44.117	44.424	44.896	45.214	45.684	46.56	47.437	47.907	48.225	48.697	49.004	49.582	50.575
424	1	46.5681	0.0279	42.553	43.546	44.124	44.431	44.903	45.222	45.692	46.568	47.444	47.915	48.233	48.705	49.012	49.591	50.583
425	1	46.5758	0.02791	42.559	43.552	44.131	44.438	44.91	45.229	45.699	46.576	47.453	47.923	48.242	48.714	49.021	49.6	50.593
426	1	46.5834	0.02791	42.566	43.559	44.138	44.445	44.917	45.236	45.706	46.583	47.46	47.931	48.25	48.722	49.029	49.608	50.601
427	1	46.591	0.02791	42.573	43.566	44.145	44.452	44.925	45.243	45.714	46.591	47.468	47.939	48.257	48.73	49.037	49.616	50.609
428	1	46.5987	0.02791	42.58	43.573	44.153	44.459	44.932	45.251	45.721	46.599	47.476	47.947	48.265	48.738	49.045	49.624	50.618
429	1	46.6062	0.02791	42.586	43.58	44.16	44.467	44.939	45.258	45.729	46.606	47.484	47.954	48.273	48.746	49.053	49.632	50.626
430	1	46.6138	0.02791	42.593	43.587	44.167	44.474	44.947	45.265	45.736	46.614	47.491	47.962	48.281	48.754	49.061	49.64	50.634
431	1	46.6213	0.02791	42.6	43.594	44.174	44.481	44.954	45.273	45.744	46.621	47.499	47.97	48.289	48.762	49.069	49.648	50.642
432	1	46.6288	0.02791	42.607	43.601	44.181	44.488	44.961	45.28	45.751	46.629	47.507	47.978	48.297	48.769	49.076	49.656	50.65
433	1	46.6363	0.02791	42.614	43.608	44.188	44.495	44.968	45.287	45.758	46.636	47.514	47.985	48.304	48.777	49.084	49.664	50.659
434	1	46.6438	0.02791	42.621	43.615	44.195	44.502	44.975	45.295	45.766	46.644	47.522	47.993	48.312	48.785	49.092	49.672	50.667
435	1	46.6512	0.02791	42.628	43.622	44.202	44.51	44.983	45.302	45.773	46.651	47.529	48.001	48.32	48.793	49.1	49.68	50.675
436	1	46.6586	0.02791	42.634	43.629	44.209	44.517	44.99	45.309	45.78	46.659	47.537	48.008	48.327	48.801	49.108	49.688	50.683
437	1	46.666	0.02791	42.641	43.636	44.216	44.524	44.997	45.316	45.788	46.666	47.544	48.016	48.335	48.808	49.116	49.696	50.691
438	1	46.6734	0.02791	42.648	43.643	44.223	44.531	45.004	45.323	45.795	46.673	47.552	48.024	48.343	48.816	49.123	49.704	50.699
439	1	46.6807	0.02791	42.655	43.65	44.23	44.538	45.011	45.33	45.802	46.681	47.559	48.031	48.35	48.824	49.131	49.712	50.707
440	1	46.688	0.02791	42.661	43.657	44.237	44.545	45.018	45.337	45.809	46.688	47.567	48.039	48.358	48.831	49.139	49.719	50.715
441	1	46.6953	0.02791	42.668	43.663	44.244	44.552	45.025	45.345	45.816	46.695	47.574	48.046	48.366	48.839	49.146	49.727	50.723
442	1	46.7026	0.02791	42.675	43.67	44.251	44.559	45.032	45.352	45.823	46.703	47.582	48.054	48.373	48.847	49.154	49.735	50.731
443	1	46.7098	0.02792	42.68	43.676	44.257	44.565	45.038	45.358	45.83	46.71	47.589	48.061	48.381	48.855	49.163	49.744	50.74
444	1	46.7171	0.02792	42.686	43.683	44.264	44.572	45.046	45.365	45.837	46.717	47.597	48.069	48.389	48.863	49.17	49.751	50.748
445	1	46.7243	0.02792	42.693	43.689	44.271	44.579	45.052	45.372	45.844	46.724	47.604	48.076	48.396	48.87	49.178	49.759	50.756
446	1	46.7314	0.02792	42.699	43.696	44.277	44.585	45.059	45.379	45.851	46.731	47.611	48.084	48.403	48.878	49.185	49.767	50.763
447	1	46.7386	0.02792	42.706	43.703	44.284	44.592	45.066	45.386	45.858	46.739	47.619	48.091	48.411	48.885	49.193	49.774	50.771
448	1	46.7457	0.02792	42.713	43.709	44.291	44.599	45.073	45.393	45.865	46.746	47.626	48.098	48.418	48.892	49.2	49.782	50.779
449	1	46.7529	0.02792	42.719	43.716	44.298	44.606	45.08	45.4	45.872	46.753	47.633	48.106	48.426	48.9	49.208	49.79	50.787
450	1	46.76	0.02792	42.726	43.723	44.305	44.613	45.087	45.407	45.879	46.76	47.641	48.113	48.433	48.907	49.215	49.797	50.794
451	1	46.767	0.02792	42.732	43.729	44.311	44.619	45.094	45.414	45.886	46.767	47.648	48.12	48.44	48.915	49.223	49.805	50.802
452	1	46.7741	0.02792	42.738	43.736	44.318	44.626	45.1	45.421	45.893	46.774	47.655	48.128	48.448	48.922	49.23	49.812	50.81
453	1	46.7811	0.02792	42.745	43.743	44.325	44.633	45.107	45.427	45.9	46.781	47.662	48.135	48.455	48.929	49.238	49.82	50.817
454	1	46.7881	0.02792	42.751	43.749	44.331	44.639	45.114	45.434	45.907	46.788	47.669	48.142	48.462	48.937	49.245	49.827	50.825
455	1	46.7951	0.02792	42.758	43.756	44.338	44.646	45.121	45.441	45.914	46.795	47.676	48.149	48.469	48.944	49.252	49.835	50.833
456	1	46.8021	0.02792	42.764	43.762	44.344	44.653	45.127	45.448	45.921	46.802	47.683	48.156	48.477	48.951	49.26	49.842	50.84
457	1	46.809	0.02792	42.77	43.769	44.351	44.659	45.134	45.454	45.928	46.809	47.69	48.164	48.484	48.959	49.267	49.849	50.848
458	1	46.816	0.02792	42.777	43.775	44.358	44.666	45.141	45.461	45.934	46.816	47.698	48.171	48.491	48.966	49.274	49.857	50.855
459	1	46.8229	0.02793	42.782	43.781	44.363	44.672	45.147	45.467	45.941	46.823	47.705	48.178	48.499	48.974	49.283	49.865	50.864
460	1	46.8298	0.02793	42.788	43.787	44.37	44.678	45.154	45.474	45.948	46.83	47.712	48.185	48.506	48.981	49.29	49.873	50.872
461	1	46.8366	0.02793	42.794	43.793	44.376	44.685	45.16	45.481	45.954	46.837	47.719	48.192	48.513	48.988	49.297	49.88	50.879
462	1	46.8435	0.02793	42.8	43.8	44.383	44.691	45.167	45.487	45.961	46.844	47.726	48.2	48.52	48.996	49.304	49.887	50.887
463	1	46.8503	0.02793	42.807	43.806	44.389	44.698	45.173	45.494	45.968	46.85	47.733	48.207	48.527	49.003	49.311	49.894	50.894
464	1	46.8571	0.02793	42.813	43.813	44.396	44.704	45.18	45.501	45.974	46.857	47.74	48.213	48.534	49.01	49.319	49.902	50.901
465	1	46.8639	0.02793	42.819	43.819	44.402	44.711	45.186	45.507	45.981	46.864	47.747	48.22	48.541	49.017	49.326	49.909	50.909
466	1	46.8707	0.02793	42.825	43.825	44.409	44.717	45.193	45.514	45.988	46.871	47.754	48.227	48.548	49.024	49.333	49.916	50.916
467	1	46.8775	0.02793	42.831	43.832	44.415	44.724	45.2	45.521	45.994	46.878	47.761	48.234	48.555	49.031	49.34	49.923	50.924
468	1	46.8842	0.02793	42.838	43.838	44.421	44.73	45.206	45.527	46.001	46.884	47.767	48.241	48.562	49.038	49.347	49.93	50.931
469	1	46.8909	0.02793	42.844	43.844	44.428	44.737	45.212	45.534	46.008	46.891	47.774	48.248	48.569	49.045	49.354	49.938	50.938
470	1	46.8976	0.02793	42.85	43.85	44.434	44.743	45.219	45.54	46.014	46.898	47.781	48.255	48.576	49.052	49.361	49.945	50.945
471	1	46.9043	0.02793	42.856	43.857	44.44	44.749	45.225	45.547	46.021	46.904	47.788	48.262	48.583	49.059	49.368	49.952	50.953
472	1	46.911	0.02793	42.862	43.863	44.447	44.756	45.232	45.553	46.027	46.911	47.795	48.269	48.59	49.066	49.375	49.959	50.96
473	1	46.9176	0.02794	42.867	43.868	44.452	44.761	45.238	45.559	46.033	46.918	47.802	48.276	48.598	49.074	49.383	49.967	50.969
474	1	46.9242	0.02794	42.873	43.874	44.458	44.768	45.244	45.565	46.04	46.924	47.808	48.283	48.604	49.081	49.39	49.974	50.976
475	1	46.9308	0.02794	42.879	43.88	44.465	44.774	45.25	45.572	46.046	46.931	47.815	48.29	48.611	49.088	49.397	49.981	50.983
476	1	46.9374	0.02794	42.885	43.887	44.471	44.78	45.257	45.578	46.053	46.937	47.822	48.297	48.618	49.095	49.404	49.988	50.99
477	1	46.944	0.02794	42.891	43.893	44.477	44.787	45.263	45.585	46.059	46.944	47.829	48.303	48.625	49.101	49.411	49.995	50.997
478	1	46.9505	0.02794	42.897	43.899	44.483	44.793	45.269	45.591	46.066	46.951	47.835	48.31	48.632	49.108	49.418	50.002	51.004
479	1	46.9571	0.02794	42.903	43.905	44.49	44.799	45.276	45.597	46.072	46.957	47.842	48.317	48.638	49.115	49.425	50.009	51.011
480	1	46.9636	0.02794	42.909	43.911	44.496	44.805	45.282	45.604	46.079	46.964	47.849	48.324	48.645	49.122	49.432	50.016	51.018
481	1	46.9701	0.02794	42.915	43.917	44.502	44.811	45.288	45.61	46.085	46.97	47.855	48.33	48.652	49.129	49.438	50.023	51.026
482	1	46.9766	0.02794	42.921	43.923	44.508	44.818	45.295	45.616	46.091	46.977	47.862	48.337	48.659	49.136	49.445	50.03	51.033
483	1	46.9831	0.02794	42.927	43.929	44.514	44.824	45.301	45.623	46.098	46.983	47.869	48.344	48.665	49.142	49.452	50.037	51.04
484	1	46.9895	0.02794	42.932	43.935	44.52	44.83	45.307	45.629	46.104	46.99	47.875	48.35	48.672	49.149	49.459	50.044	51.047
485	1	46.996	0.02794	42.938	43.941	44.526	44.836	45.313	45.635	46.11	46.996	47.882	48.357	48.679	49.156	49.466	50.051	51.054
486	1	47.0024	0.02795	42.943	43.946	44.532	44.842	45.319	45.641	46.116	47.002	47.888	48.364	48.686	49.163	49.473	50.059	51.062
487	1	47.0088	0.02795	42.949	43.952	44.538	44.848	45.325	45.647	46.123	47.009	47.895	48.371	48.693	49.17	49.48	50.065	51.069
488	1	47.0152	0.02795	42.954	43.958	44.544	44.854	45.331	45.653	46.129	47.015	47.902	48.377	48.699	49.177	49.487	50.072	51.076
489	1	47.0215	0.02795	42.96	43.964	44.55	44.86	45.337	45.659	46.135	47.022	47.908	48.384	48.706	49.183	49.493	50.079	51.083
490	1	47.0279	0.02795	42.966	43.97	44.556	44.866	45.343	45.666	46.141	47.028	47.914	48.39	48.712	49.19	49.5	50.086	51.09
491	1	47.0342	0.02795	42.972	43.976	44.562	44.872	45.349	45.672	46.148	47.034	47.921	48.397	48.719	49.197	49.507	50.092	51.097
492	1	47.0405	0.02795	42.978	43.982	44.568	44.878	45.356	45.678	46.154	47.041	47.927	48.403	48.725	49.203	49.513	50.099	51.103
493	1	47.0468	0.02795	42.983	43.988	44.574	44.884	45.362	45.684	46.16	47.047	47.934	48.41	48.732	49.21	49.52	50.106	51.11
494	1	47.0531	0.02795	42.989	43.994	44.58	44.89	45.368	45.69	46.166	47.053	47.94	48.416	48.739	49.216	49.527	50.113	51.117
495	1	47.0594	0.02795	42.995	44	44.586	44.896	45.374	45.696	46.172	47.059	47.947	48.423	48.745	49.223	49.533	50.119	51.124
496	1	47.0657	0.02795	43.001	44.005	44.592	44.902	45.38	45.702	46.178	47.066	47.953	48.429	48.752	49.229	49.54	50.126	51.131
497	1	47.0719	0.02795	43.006	44.011	44.597	44.908	45.386	45.708	46.185	47.072	47.959	48.435	48.758	49.236	49.546	50.133	51.138
498	1	47.0781	0.02795	43.012	44.017	44.603	44.914	45.392	45.714	46.191	47.078	47.966	48.442	48.764	49.242	49.553	50.139	51.144
499	1	47.0843	0.02796	43.016	44.022	44.608	44.919	45.397	45.72	46.196	47.084	47.972	48.449	48.771	49.25	49.56	50.147	51.153
500	1	47.0905	0.02796	43.022	44.028	44.614	44.925	45.403	45.726	46.202	47.091	47.979	48.455	48.778	49.256	49.567	50.153	51.159
501	1	47.0967	0.02796	43.027	44.033	44.62	44.931	45.409	45.732	46.209	47.097	47.985	48.462	48.784	49.263	49.573	50.16	51.166
502	1	47.1029	0.02796	43.033	44.039	44.626	44.937	45.415	45.738	46.215	47.103	47.991	48.468	48.791	49.269	49.58	50.167	51.173
503	1	47.109	0.02796	43.039	44.045	44.632	44.942	45.421	45.744	46.221	47.109	47.997	48.474	48.797	49.276	49.586	50.173	51.179
504	1	47.1152	0.02796	43.044	44.051	44.638	44.948	45.427	45.75	46.227	47.115	48.004	48.481	48.803	49.282	49.593	50.18	51.186
505	1	47.1213	0.02796	43.05	44.056	44.643	44.954	45.433	45.756	46.233	47.121	48.01	48.487	48.81	49.288	49.599	50.186	51.193
506	1	47.1274	0.02796	43.055	44.062	44.649	44.96	45.439	45.762	46.239	47.127	48.016	48.493	48.816	49.295	49.606	50.193	51.199
507	1	47.1335	0.02796	43.061	44.068	44.655	44.966	45.445	45.768	46.245	47.134	48.022	48.499	48.822	49.301	49.612	50.199	51.206
508	1	47.1396	0.02796	43.067	44.073	44.661	44.972	45.45	45.774	46.251	47.14	48.029	48.506	48.829	49.308	49.619	50.206	51.213
509	1	47.1456	0.02796	43.072	44.079	44.666	44.977	45.456	45.779	46.256	47.146	48.035	48.512	48.835	49.314	49.625	50.212	51.219
510	1	47.1517	0.02796	43.078	44.085	44.672	44.983	45.462	45.785	46.262	47.152	48.041	48.518	48.841	49.32	49.631	50.219	51.226
511	1	47.1577	0.02797	43.082	44.089	44.677	44.988	45.467	45.791	46.268	47.158	48.047	48.525	48.848	49.327	49.638	50.226	51.234
512	1	47.1637	0.02797	43.087	44.095	44.683	44.994	45.473	45.796	46.274	47.164	48.053	48.531	48.854	49.334	49.645	50.233	51.24
513	1	47.1697	0.02797	43.093	44.1	44.688	45	45.479	45.802	46.28	47.17	48.06	48.537	48.86	49.34	49.651	50.239	51.247
514	1	47.1757	0.02797	43.098	44.106	44.694	45.005	45.485	45.808	46.286	47.176	48.066	48.543	48.867	49.346	49.657	50.245	51.253
515	1	47.1817	0.02797	43.104	44.112	44.7	45.011	45.49	45.814	46.292	47.182	48.072	48.549	48.873	49.352	49.664	50.252	51.26
516	1	47.1877	0.02797	43.109	44.117	44.705	45.017	45.496	45.82	46.297	47.188	48.078	48.556	48.879	49.359	49.67	50.258	51.266
517	1	47.1936	0.02797	43.114	44.123	44.711	45.022	45.502	45.826	46.303	47.194	48.084	48.562	48.885	49.365	49.676	50.264	51.273
518	1	47.1995	0.02797	43.12	44.128	44.717	45.028	45.508	45.831	46.309	47.2	48.09	48.568	48.891	49.371	49.682	50.271	51.279
519	1	47.2055	0.02797	43.125	44.134	44.722	45.034	45.513	45.837	46.315	47.206	48.096	48.574	48.898	49.377	49.689	50.277	51.286
520	1	47.2114	0.02797	43.131	44.139	44.728	45.039	45.519	45.843	46.321	47.211	48.102	48.58	48.904	49.383	49.695	50.283	51.292
521	1	47.2173	0.02797	43.136	44.145	44.733	45.045	45.525	45.849	46.327	47.217	48.108	48.586	48.91	49.39	49.701	50.29	51.298
522	1	47.2232	0.02797	43.142	44.15	44.739	45.051	45.53	45.854	46.332	47.223	48.114	48.592	48.916	49.396	49.707	50.296	51.305
523	1	47.229	0.02798	43.145	44.155	44.744	45.055	45.535	45.859	46.338	47.229	48.12	48.599	48.923	49.403	49.714	50.303	51.313
524	1	47.2349	0.02798	43.151	44.16	44.749	45.061	45.541	45.865	46.343	47.235	48.126	48.605	48.929	49.409	49.721	50.309	51.319
525	1	47.2407	0.02798	43.156	44.166	44.755	45.067	45.547	45.871	46.349	47.241	48.132	48.611	48.935	49.415	49.727	50.316	51.325
526	1	47.2466	0.02798	43.161	44.171	44.76	45.072	45.552	45.876	46.355	47.247	48.138	48.617	48.941	49.421	49.733	50.322	51.332
527	1	47.2524	0.02798	43.167	44.177	44.766	45.078	45.558	45.882	46.361	47.252	48.144	48.623	48.947	49.427	49.739	50.328	51.338
528	1	47.2582	0.02798	43.172	44.182	44.771	45.083	45.564	45.888	46.366	47.258	48.15	48.629	48.953	49.433	49.745	50.334	51.344
529	1	47.264	0.02798	43.177	44.188	44.777	45.089	45.569	45.893	46.372	47.264	48.156	48.635	48.959	49.439	49.751	50.34	51.351
530	1	47.2698	0.02798	43.183	44.193	44.782	45.094	45.575	45.899	46.378	47.27	48.162	48.641	48.965	49.445	49.757	50.347	51.357
531	1	47.2755	0.02798	43.188	44.198	44.788	45.1	45.58	45.905	46.383	47.276	48.168	48.646	48.971	49.451	49.763	50.353	51.363
532	1	47.2813	0.02798	43.193	44.204	44.793	45.105	45.586	45.91	46.389	47.281	48.174	48.652	48.977	49.457	49.769	50.359	51.369
533	1	47.287	0.02798	43.198	44.209	44.799	45.111	45.591	45.916	46.395	47.287	48.179	48.658	48.983	49.463	49.775	50.365	51.376
534	1	47.2928	0.02799	43.202	44.213	44.803	45.115	45.596	45.921	46.4	47.293	48.186	48.665	48.989	49.47	49.782	50.372	51.383
535	1	47.2985	0.02799	43.207	44.219	44.809	45.121	45.602	45.926	46.406	47.299	48.191	48.671	48.995	49.476	49.788	50.378	51.39
536	1	47.3042	0.02799	43.213	44.224	44.814	45.126	45.607	45.932	46.411	47.304	48.197	48.676	49.001	49.482	49.794	50.384	51.396
537	1	47.3099	0.02799	43.218	44.229	44.819	45.132	45.613	45.937	46.417	47.31	48.203	48.682	49.007	49.488	49.8	50.39	51.402
538	1	47.3156	0.02799	43.223	44.235	44.825	45.137	45.618	45.943	46.422	47.316	48.209	48.688	49.013	49.494	49.806	50.397	51.408
539	1	47.3213	0.02799	43.228	44.24	44.83	45.143	45.624	45.949	46.428	47.321	48.215	48.694	49.019	49.5	49.812	50.403	51.414
540	1	47.3269	0.02799	43.233	44.245	44.835	45.148	45.629	45.954	46.433	47.327	48.22	48.7	49.025	49.506	49.818	50.409	51.42
541	1	47.3326	0.02799	43.239	44.251	44.841	45.153	45.635	45.959	46.439	47.333	48.226	48.706	49.03	49.512	49.824	50.415	51.427
542	1	47.3382	0.02799	43.244	44.256	44.846	45.159	45.64	45.965	46.445	47.338	48.232	48.711	49.036	49.518	49.83	50.421	51.433
543	1	47.3438	0.02799	43.249	44.261	44.851	45.164	45.646	45.97	46.45	47.344	48.238	48.717	49.042	49.523	49.836	50.427	51.439
544	1	47.3494	0.028	43.252	44.265	44.856	45.169	45.65	45.975	46.455	47.349	48.244	48.723	49.048	49.53	49.843	50.434	51.446
545	1	47.3551	0.028	43.258	44.27	44.861	45.174	45.656	45.981	46.461	47.355	48.249	48.729	49.054	49.536	49.849	50.44	51.453
546	1	47.3606	0.028	43.263	44.276	44.866	45.179	45.661	45.986	46.466	47.361	48.255	48.735	49.06	49.542	49.855	50.446	51.459
547	1	47.3662	0.028	43.268	44.281	44.872	45.185	45.667	45.992	46.472	47.366	48.261	48.741	49.066	49.548	49.861	50.452	51.465
548	1	47.3718	0.028	43.273	44.286	44.877	45.19	45.672	45.997	46.477	47.372	48.266	48.747	49.072	49.554	49.867	50.457	51.471
549	1	47.3774	0.028	43.278	44.291	44.882	45.195	45.677	46.003	46.483	47.377	48.272	48.752	49.077	49.559	49.872	50.463	51.477
550	1	47.3829	0.028	43.283	44.296	44.888	45.201	45.683	46.008	46.488	47.383	48.278	48.758	49.083	49.565	49.878	50.469	51.483
551	1	47.3884	0.028	43.288	44.302	44.893	45.206	45.688	46.013	46.493	47.388	48.283	48.764	49.089	49.571	49.884	50.475	51.489
552	1	47.394	0.028	43.293	44.307	44.898	45.211	45.693	46.019	46.499	47.394	48.289	48.769	49.095	49.577	49.89	50.481	51.495
553	1	47.3995	0.028	43.298	44.312	44.903	45.216	45.699	46.024	46.504	47.4	48.295	48.775	49.1	49.583	49.896	50.487	51.501
554	1	47.405	0.028	43.303	44.317	44.909	45.222	45.704	46.029	46.51	47.405	48.3	48.781	49.106	49.588	49.901	50.493	51.507
555	1	47.4105	0.02801	43.307	44.321	44.913	45.226	45.709	46.034	46.515	47.411	48.306	48.787	49.112	49.595	49.908	50.5	51.514
556	1	47.416	0.02801	43.312	44.326	44.918	45.231	45.714	46.039	46.52	47.416	48.312	48.793	49.118	49.601	49.914	50.506	51.52
557	1	47.4215	0.02801	43.317	44.331	44.923	45.237	45.719	46.045	46.526	47.422	48.317	48.798	49.124	49.606	49.92	50.512	51.526
558	1	47.4269	0.02801	43.322	44.337	44.928	45.242	45.724	46.05	46.531	47.427	48.323	48.804	49.129	49.612	49.925	50.517	51.532
559	1	47.4324	0.02801	43.327	44.342	44.934	45.247	45.73	46.055	46.536	47.432	48.329	48.809	49.135	49.618	49.931	50.523	51.538
560	1	47.4378	0.02801	43.332	44.347	44.939	45.252	45.735	46.061	46.542	47.438	48.334	48.815	49.141	49.623	49.937	50.529	51.544
561	1	47.4432	0.02801	43.337	44.352	44.944	45.257	45.74	46.066	46.547	47.443	48.34	48.82	49.146	49.629	49.943	50.535	51.55
562	1	47.4487	0.02801	43.342	44.357	44.949	45.263	45.745	46.071	46.552	47.449	48.345	48.826	49.152	49.635	49.948	50.541	51.556
563	1	47.4541	0.02801	43.347	44.362	44.954	45.268	45.751	46.076	46.558	47.454	48.351	48.832	49.158	49.64	49.954	50.546	51.562
564	1	47.4595	0.02801	43.352	44.367	44.959	45.273	45.756	46.082	46.563	47.46	48.356	48.837	49.163	49.646	49.96	50.552	51.567
565	1	47.4649	0.02802	43.355	44.371	44.964	45.277	45.76	46.086	46.568	47.465	48.362	48.843	49.169	49.653	49.966	50.559	51.575
566	1	47.4703	0.02802	43.36	44.376	44.969	45.282	45.766	46.092	46.573	47.47	48.367	48.849	49.175	49.658	49.972	50.565	51.581
567	1	47.4756	0.02802	43.365	44.381	44.974	45.288	45.771	46.097	46.578	47.476	48.373	48.854	49.18	49.664	49.978	50.57	51.586
568	1	47.481	0.02802	43.37	44.386	44.979	45.293	45.776	46.102	46.584	47.481	48.378	48.86	49.186	49.669	49.983	50.576	51.592
569	1	47.4863	0.02802	43.375	44.391	44.984	45.298	45.781	46.107	46.589	47.486	48.384	48.865	49.191	49.675	49.989	50.582	51.598
570	1	47.4917	0.02802	43.379	44.396	44.989	45.303	45.786	46.113	46.594	47.492	48.389	48.871	49.197	49.681	49.995	50.587	51.604
571	1	47.497	0.02802	43.384	44.401	44.994	45.308	45.791	46.118	46.599	47.497	48.395	48.876	49.203	49.686	50	50.593	51.61
572	1	47.5023	0.02802	43.389	44.406	44.999	45.313	45.797	46.123	46.605	47.502	48.4	48.882	49.208	49.692	50.006	50.599	51.615
573	1	47.5077	0.02802	43.394	44.411	45.004	45.318	45.802	46.128	46.61	47.508	48.406	48.887	49.214	49.697	50.011	50.604	51.621
574	1	47.513	0.02802	43.399	44.416	45.009	45.323	45.807	46.133	46.615	47.513	48.411	48.893	49.219	49.703	50.017	50.61	51.627
575	1	47.5183	0.02803	43.402	44.42	45.013	45.327	45.811	46.138	46.62	47.518	48.417	48.899	49.225	49.709	50.023	50.617	51.634
576	1	47.5236	0.02803	43.407	44.425	45.018	45.333	45.816	46.143	46.625	47.524	48.422	48.904	49.231	49.715	50.029	50.622	51.64
577	1	47.5288	0.02803	43.412	44.43	45.023	45.337	45.821	46.148	46.63	47.529	48.427	48.91	49.236	49.72	50.034	50.628	51.646
578	1	47.5341	0.02803	43.417	44.435	45.028	45.343	45.827	46.153	46.635	47.534	48.433	48.915	49.242	49.726	50.04	50.634	51.651
579	1	47.5394	0.02803	43.422	44.439	45.033	45.348	45.832	46.158	46.641	47.539	48.438	48.92	49.247	49.731	50.046	50.639	51.657
580	1	47.5446	0.02803	43.426	44.444	45.038	45.353	45.837	46.163	46.646	47.545	48.443	48.926	49.252	49.737	50.051	50.645	51.663
581	1	47.5498	0.02803	43.431	44.449	45.043	45.358	45.842	46.168	46.651	47.55	48.449	48.931	49.258	49.742	50.057	50.65	51.669
582	1	47.5551	0.02803	43.436	44.454	45.048	45.363	45.847	46.174	46.656	47.555	48.454	48.937	49.263	49.748	50.062	50.656	51.674
