Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
384	-0.3832	16.2786	0.08779	12.576	13.373	13.87	14.144	14.581	14.886	15.353	16.279	17.283	17.858	18.263	18.886	19.306	20.136	21.678
385	-0.3841	16.2745	0.08778	12.573	13.37	13.867	14.141	14.577	14.882	15.349	16.275	17.279	17.854	18.258	18.881	19.301	20.131	21.673
386	-0.385	16.2704	0.08777	12.571	13.367	13.864	14.138	14.574	14.879	15.345	16.27	17.275	17.849	18.253	18.876	19.296	20.126	21.667
387	-0.3858	16.2663	0.08776	12.568	13.364	13.861	14.135	14.57	14.875	15.342	16.266	17.27	17.844	18.248	18.871	19.291	20.121	21.662
388	-0.3867	16.2622	0.08775	12.566	13.361	13.858	14.131	14.567	14.872	15.338	16.262	17.266	17.84	18.244	18.866	19.286	20.115	21.657
389	-0.3875	16.2582	0.08774	12.563	13.359	13.855	14.128	14.564	14.868	15.334	16.258	17.261	17.835	18.239	18.861	19.281	20.11	21.651
390	-0.3884	16.2541	0.08773	12.561	13.356	13.852	14.125	14.56	14.865	15.33	16.254	17.257	17.831	18.234	18.856	19.276	20.105	21.646
391	-0.3892	16.25	0.08772	12.558	13.353	13.849	14.122	14.557	14.861	15.327	16.25	17.252	17.826	18.23	18.851	19.271	20.1	21.64
392	-0.3901	16.246	0.08771	12.556	13.35	13.846	14.119	14.554	14.858	15.323	16.246	17.248	17.821	18.225	18.847	19.266	20.095	21.635
393	-0.3909	16.2419	0.0877	12.553	13.347	13.843	14.115	14.55	14.854	15.319	16.242	17.244	17.817	18.22	18.842	19.261	20.09	21.63
394	-0.3917	16.2379	0.08769	12.551	13.344	13.84	14.112	14.547	14.851	15.316	16.238	17.239	17.812	18.216	18.837	19.256	20.085	21.624
395	-0.3926	16.2339	0.08769	12.548	13.341	13.836	14.109	14.543	14.847	15.312	16.234	17.235	17.808	18.211	18.832	19.252	20.08	21.62
396	-0.3934	16.2298	0.08768	12.546	13.338	13.833	14.106	14.54	14.843	15.308	16.23	17.231	17.803	18.206	18.828	19.247	20.075	21.614
397	-0.3943	16.2258	0.08767	12.543	13.336	13.83	14.102	14.537	14.84	15.305	16.226	17.226	17.799	18.202	18.823	19.242	20.07	21.609
398	-0.3951	16.2218	0.08766	12.541	13.333	13.827	14.099	14.533	14.837	15.301	16.222	17.222	17.794	18.197	18.818	19.237	20.065	21.604
399	-0.3959	16.2178	0.08765	12.539	13.33	13.824	14.096	14.53	14.833	15.297	16.218	17.218	17.79	18.193	18.813	19.232	20.06	21.598
400	-0.3968	16.2138	0.08764	12.536	13.327	13.821	14.093	14.527	14.83	15.294	16.214	17.213	17.785	18.188	18.808	19.227	20.055	21.593
401	-0.3976	16.2099	0.08763	12.534	13.325	13.818	14.09	14.523	14.826	15.29	16.21	17.209	17.781	18.183	18.804	19.223	20.05	21.588
402	-0.3984	16.2059	0.08762	12.531	13.322	13.815	14.087	14.52	14.823	15.286	16.206	17.205	17.776	18.179	18.799	19.218	20.045	21.583
403	-0.3992	16.2019	0.08761	12.529	13.319	13.812	14.084	14.517	14.819	15.283	16.202	17.2	17.772	18.174	18.794	19.213	20.04	21.577
404	-0.4001	16.198	0.08761	12.526	13.316	13.809	14.08	14.513	14.816	15.279	16.198	17.196	17.768	18.17	18.79	19.208	20.035	21.573
405	-0.4009	16.194	0.0876	12.524	13.313	13.806	14.077	14.51	14.812	15.275	16.194	17.192	17.763	18.165	18.785	19.203	20.03	21.568
406	-0.4017	16.1901	0.08759	12.522	13.31	13.803	14.074	14.507	14.809	15.272	16.19	17.188	17.759	18.161	18.78	19.199	20.025	21.562
407	-0.4025	16.1862	0.08758	12.519	13.308	13.8	14.071	14.503	14.806	15.268	16.186	17.183	17.754	18.156	18.776	19.194	20.02	21.557
408	-0.4033	16.1822	0.08757	12.517	13.305	13.797	14.068	14.5	14.802	15.265	16.182	17.179	17.75	18.152	18.771	19.189	20.015	21.552
409	-0.4041	16.1783	0.08756	12.514	13.302	13.794	14.065	14.497	14.799	15.261	16.178	17.175	17.745	18.147	18.766	19.184	20.01	21.547
410	-0.4049	16.1744	0.08755	12.512	13.299	13.791	14.062	14.494	14.795	15.258	16.174	17.171	17.741	18.143	18.761	19.179	20.005	21.541
411	-0.4057	16.1705	0.08754	12.51	13.297	13.788	14.059	14.49	14.792	15.254	16.171	17.166	17.737	18.138	18.757	19.175	20	21.536
412	-0.4066	16.1667	0.08753	12.508	13.294	13.785	14.056	14.487	14.789	15.251	16.167	17.162	17.732	18.134	18.752	19.17	19.995	21.531
413	-0.4074	16.1628	0.08753	12.505	13.291	13.782	14.053	14.484	14.785	15.247	16.163	17.158	17.728	18.129	18.748	19.166	19.991	21.527
414	-0.4082	16.1589	0.08752	12.502	13.288	13.779	14.049	14.48	14.782	15.243	16.159	17.154	17.724	18.125	18.743	19.161	19.986	21.522
415	-0.409	16.1551	0.08751	12.5	13.286	13.776	14.046	14.477	14.779	15.24	16.155	17.15	17.719	18.12	18.739	19.156	19.981	21.517
416	-0.4098	16.1512	0.0875	12.498	13.283	13.773	14.043	14.474	14.775	15.236	16.151	17.146	17.715	18.116	18.734	19.151	19.976	21.511
417	-0.4106	16.1474	0.08749	12.496	13.28	13.771	14.04	14.471	14.772	15.233	16.147	17.141	17.711	18.111	18.729	19.147	19.971	21.506
418	-0.4114	16.1435	0.08748	12.493	13.278	13.768	14.037	14.468	14.769	15.229	16.144	17.137	17.706	18.107	18.725	19.142	19.966	21.501
419	-0.4121	16.1397	0.08747	12.491	13.275	13.765	14.034	14.464	14.765	15.226	16.14	17.133	17.702	18.103	18.72	19.137	19.962	21.496
420	-0.4129	16.1359	0.08747	12.488	13.272	13.762	14.031	14.461	14.762	15.222	16.136	17.129	17.698	18.098	18.716	19.133	19.957	21.492
421	-0.4137	16.1321	0.08746	12.486	13.269	13.759	14.028	14.458	14.759	15.219	16.132	17.125	17.694	18.094	18.711	19.128	19.952	21.486
422	-0.4145	16.1283	0.08745	12.484	13.267	13.756	14.025	14.455	14.755	15.215	16.128	17.121	17.689	18.09	18.707	19.124	19.948	21.481
423	-0.4153	16.1245	0.08744	12.481	13.264	13.753	14.022	14.452	14.752	15.212	16.125	17.117	17.685	18.085	18.702	19.119	19.943	21.476
424	-0.4161	16.1207	0.08743	12.479	13.261	13.75	14.019	14.449	14.749	15.208	16.121	17.113	17.681	18.081	18.698	19.114	19.938	21.471
425	-0.4169	16.117	0.08742	12.477	13.259	13.747	14.016	14.445	14.746	15.205	16.117	17.108	17.676	18.076	18.693	19.11	19.933	21.466
426	-0.4176	16.1132	0.08741	12.475	13.256	13.744	14.013	14.442	14.742	15.202	16.113	17.104	17.672	18.072	18.689	19.105	19.928	21.461
427	-0.4184	16.1095	0.08741	12.472	13.253	13.741	14.01	14.439	14.739	15.198	16.11	17.1	17.668	18.068	18.684	19.101	19.924	21.457
428	-0.4192	16.1057	0.0874	12.47	13.251	13.739	14.007	14.436	14.736	15.195	16.106	17.096	17.664	18.064	18.68	19.096	19.919	21.452
429	-0.42	16.102	0.08739	12.468	13.248	13.736	14.004	14.433	14.732	15.191	16.102	17.092	17.66	18.059	18.675	19.092	19.915	21.447
430	-0.4208	16.0983	0.08738	12.465	13.246	13.733	14.002	14.43	14.729	15.188	16.098	17.088	17.656	18.055	18.671	19.087	19.91	21.442
431	-0.4215	16.0946	0.08737	12.463	13.243	13.73	13.999	14.427	14.726	15.184	16.095	17.084	17.651	18.051	18.667	19.083	19.905	21.437
432	-0.4223	16.0909	0.08736	12.461	13.24	13.727	13.996	14.424	14.723	15.181	16.091	17.08	17.647	18.046	18.662	19.078	19.9	21.432
433	-0.4231	16.0872	0.08736	12.458	13.238	13.724	13.993	14.42	14.719	15.178	16.087	17.076	17.643	18.042	18.658	19.074	19.896	21.428
434	-0.4238	16.0835	0.08735	12.456	13.235	13.722	13.99	14.417	14.716	15.174	16.084	17.072	17.639	18.038	18.653	19.069	19.891	21.423
435	-0.4246	16.0798	0.08734	12.454	13.232	13.719	13.987	14.414	14.713	15.171	16.08	17.068	17.635	18.034	18.649	19.065	19.887	21.418
436	-0.4254	16.0762	0.08733	12.452	13.23	13.716	13.984	14.411	14.71	15.168	16.076	17.064	17.631	18.03	18.645	19.06	19.882	21.413
437	-0.4261	16.0725	0.08732	12.45	13.227	13.713	13.981	14.408	14.707	15.164	16.073	17.06	17.626	18.025	18.64	19.056	19.877	21.408
438	-0.4269	16.0689	0.08731	12.447	13.225	13.711	13.978	14.405	14.704	15.161	16.069	17.056	17.622	18.021	18.636	19.051	19.873	21.403
439	-0.4276	16.0652	0.08731	12.445	13.222	13.708	13.975	14.402	14.7	15.157	16.065	17.053	17.618	18.017	18.632	19.047	19.869	21.399
440	-0.4284	16.0616	0.0873	12.443	13.22	13.705	13.972	14.399	14.697	15.154	16.062	17.049	17.614	18.013	18.627	19.043	19.864	21.394
441	-0.4292	16.058	0.08729	12.441	13.217	13.702	13.97	14.396	14.694	15.151	16.058	17.045	17.61	18.009	18.623	19.038	19.859	21.389
442	-0.4299	16.0544	0.08728	12.438	13.215	13.7	13.967	14.393	14.691	15.148	16.054	17.041	17.606	18.004	18.619	19.034	19.855	21.384
443	-0.4307	16.0508	0.08727	12.436	13.212	13.697	13.964	14.39	14.688	15.144	16.051	17.037	17.602	18	18.614	19.029	19.85	21.38
444	-0.4314	16.0472	0.08727	12.434	13.209	13.694	13.961	14.387	14.685	15.141	16.047	17.033	17.598	17.996	18.61	19.025	19.846	21.375
445	-0.4322	16.0436	0.08726	12.432	13.207	13.691	13.958	14.384	14.682	15.138	16.044	17.029	17.594	17.992	18.606	19.021	19.841	21.371
446	-0.4329	16.04	0.08725	12.429	13.204	13.688	13.955	14.381	14.678	15.134	16.04	17.025	17.59	17.988	18.602	19.016	19.837	21.366
447	-0.4337	16.0365	0.08724	12.427	13.202	13.686	13.952	14.378	14.675	15.131	16.037	17.021	17.586	17.984	18.597	19.012	19.832	21.361
448	-0.4344	16.0329	0.08723	12.425	13.199	13.683	13.95	14.375	14.672	15.128	16.033	17.018	17.582	17.98	18.593	19.008	19.828	21.356
449	-0.4351	16.0294	0.08722	12.423	13.197	13.681	13.947	14.372	14.669	15.125	16.029	17.014	17.578	17.976	18.589	19.003	19.823	21.351
450	-0.4359	16.0258	0.08722	12.421	13.194	13.678	13.944	14.369	14.666	15.121	16.026	17.01	17.574	17.972	18.585	18.999	19.819	21.347
451	-0.4366	16.0223	0.08721	12.419	13.192	13.675	13.941	14.366	14.663	15.118	16.022	17.006	17.57	17.967	18.581	18.995	19.815	21.343
452	-0.4374	16.0188	0.0872	12.417	13.189	13.672	13.938	14.363	14.66	15.115	16.019	17.002	17.566	17.963	18.576	18.991	19.81	21.338
453	-0.4381	16.0153	0.08719	12.414	13.187	13.67	13.936	14.36	14.657	15.112	16.015	16.998	17.562	17.959	18.572	18.986	19.806	21.333
454	-0.4388	16.0118	0.08718	12.412	13.184	13.667	13.933	14.357	14.654	15.109	16.012	16.995	17.558	17.955	18.568	18.982	19.801	21.328
455	-0.4396	16.0083	0.08718	12.41	13.182	13.664	13.93	14.354	14.651	15.105	16.008	16.991	17.554	17.951	18.564	18.978	19.797	21.324
456	-0.4403	16.0048	0.08717	12.408	13.179	13.662	13.927	14.351	14.648	15.102	16.005	16.987	17.55	17.947	18.56	18.974	19.793	21.32
457	-0.441	16.0013	0.08716	12.406	13.177	13.659	13.925	14.348	14.645	15.099	16.001	16.983	17.546	17.943	18.556	18.969	19.788	21.315
458	-0.4418	15.9979	0.08715	12.404	13.175	13.656	13.922	14.346	14.642	15.096	15.998	16.98	17.543	17.939	18.551	18.965	19.784	21.31
459	-0.4425	15.9944	0.08714	12.402	13.172	13.654	13.919	14.343	14.639	15.093	15.994	16.976	17.539	17.935	18.547	18.961	19.779	21.306
460	-0.4432	15.991	0.08714	12.399	13.169	13.651	13.916	14.34	14.636	15.09	15.991	16.972	17.535	17.931	18.543	18.957	19.775	21.302
461	-0.4439	15.9875	0.08713	12.397	13.167	13.648	13.914	14.337	14.633	15.086	15.988	16.968	17.531	17.927	18.539	18.953	19.771	21.297
462	-0.4447	15.9841	0.08712	12.395	13.165	13.646	13.911	14.334	14.63	15.083	15.984	16.965	17.527	17.923	18.535	18.949	19.766	21.292
463	-0.4454	15.9807	0.08711	12.393	13.162	13.643	13.908	14.331	14.627	15.08	15.981	16.961	17.523	17.919	18.531	18.944	19.762	21.288
464	-0.4461	15.9773	0.08711	12.391	13.16	13.641	13.905	14.328	14.624	15.077	15.977	16.957	17.52	17.916	18.527	18.94	19.758	21.284
465	-0.4468	15.9739	0.0871	12.389	13.157	13.638	13.903	14.325	14.621	15.074	15.974	16.954	17.516	17.912	18.523	18.936	19.754	21.279
466	-0.4475	15.9705	0.08709	12.387	13.155	13.635	13.9	14.322	14.618	15.071	15.971	16.95	17.512	17.908	18.519	18.932	19.749	21.274
467	-0.4482	15.9671	0.08708	12.385	13.153	13.633	13.897	14.32	14.615	15.068	15.967	16.946	17.508	17.904	18.515	18.928	19.745	21.27
468	-0.449	15.9638	0.08707	12.383	13.15	13.63	13.895	14.317	14.612	15.065	15.964	16.943	17.504	17.9	18.511	18.924	19.741	21.265
469	-0.4497	15.9604	0.08707	12.38	13.148	13.628	13.892	14.314	14.609	15.062	15.96	16.939	17.501	17.896	18.507	18.92	19.737	21.262
470	-0.4504	15.9571	0.08706	12.378	13.146	13.625	13.889	14.311	14.606	15.059	15.957	16.936	17.497	17.892	18.503	18.916	19.733	21.257
471	-0.4511	15.9537	0.08705	12.376	13.143	13.623	13.887	14.308	14.603	15.055	15.954	16.932	17.493	17.888	18.499	18.912	19.728	21.252
472	-0.4518	15.9504	0.08704	12.375	13.141	13.62	13.884	14.306	14.601	15.052	15.95	16.928	17.489	17.885	18.495	18.907	19.724	21.248
473	-0.4525	15.9471	0.08704	12.372	13.138	13.617	13.881	14.303	14.598	15.049	15.947	16.925	17.486	17.881	18.491	18.904	19.72	21.244
474	-0.4532	15.9438	0.08703	12.37	13.136	13.615	13.879	14.3	14.595	15.046	15.944	16.921	17.482	17.877	18.487	18.9	19.716	21.24
475	-0.4539	15.9405	0.08702	12.368	13.134	13.613	13.876	14.297	14.592	15.043	15.941	16.918	17.478	17.873	18.483	18.896	19.712	21.235
476	-0.4546	15.9372	0.08701	12.366	13.132	13.61	13.874	14.295	14.589	15.04	15.937	16.914	17.474	17.869	18.479	18.891	19.707	21.231
477	-0.4553	15.9339	0.08701	12.364	13.129	13.607	13.871	14.292	14.586	15.037	15.934	16.91	17.471	17.866	18.475	18.888	19.704	21.227
478	-0.456	15.9307	0.087	12.362	13.127	13.605	13.869	14.289	14.583	15.034	15.931	16.907	17.467	17.862	18.472	18.884	19.7	21.223
479	-0.4567	15.9274	0.08699	12.36	13.125	13.603	13.866	14.286	14.581	15.031	15.927	16.903	17.463	17.858	18.468	18.88	19.695	21.218
480	-0.4574	15.9241	0.08698	12.358	13.122	13.6	13.863	14.284	14.578	15.028	15.924	16.9	17.46	17.854	18.464	18.876	19.691	21.214
481	-0.4581	15.9209	0.08698	12.356	13.12	13.597	13.861	14.281	14.575	15.025	15.921	16.896	17.456	17.851	18.46	18.872	19.687	21.21
482	-0.4588	15.9177	0.08697	12.354	13.118	13.595	13.858	14.278	14.572	15.022	15.918	16.893	17.453	17.847	18.456	18.868	19.683	21.206
483	-0.4595	15.9145	0.08696	12.352	13.115	13.593	13.856	14.276	14.569	15.02	15.915	16.889	17.449	17.843	18.452	18.864	19.679	21.201
484	-0.4602	15.9112	0.08695	12.35	13.113	13.59	13.853	14.273	14.566	15.017	15.911	16.886	17.445	17.839	18.448	18.86	19.675	21.197
485	-0.4609	15.908	0.08695	12.348	13.111	13.588	13.85	14.27	14.564	15.014	15.908	16.882	17.442	17.836	18.445	18.856	19.671	21.193
486	-0.4616	15.9049	0.08694	12.346	13.109	13.585	13.848	14.267	14.561	15.011	15.905	16.879	17.438	17.832	18.441	18.852	19.667	21.189
487	-0.4623	15.9017	0.08693	12.344	13.106	13.583	13.846	14.265	14.558	15.008	15.902	16.876	17.435	17.829	18.437	18.848	19.663	21.184
488	-0.4629	15.8985	0.08692	12.343	13.104	13.581	13.843	14.262	14.555	15.005	15.899	16.872	17.431	17.825	18.433	18.844	19.659	21.18
489	-0.4636	15.8953	0.08692	12.34	13.102	13.578	13.84	14.259	14.553	15.002	15.895	16.869	17.427	17.821	18.429	18.841	19.655	21.176
490	-0.4643	15.8922	0.08691	12.339	13.1	13.576	13.838	14.257	14.55	14.999	15.892	16.865	17.424	17.818	18.426	18.837	19.651	21.172
491	-0.465	15.8891	0.0869	12.337	13.097	13.573	13.836	14.254	14.547	14.996	15.889	16.862	17.42	17.814	18.422	18.833	19.647	21.168
492	-0.4657	15.8859	0.08689	12.335	13.095	13.571	13.833	14.252	14.545	14.993	15.886	16.858	17.417	17.81	18.418	18.829	19.643	21.163
493	-0.4663	15.8828	0.08689	12.333	13.093	13.568	13.831	14.249	14.542	14.991	15.883	16.855	17.413	17.807	18.415	18.826	19.64	21.16
494	-0.467	15.8797	0.08688	12.331	13.091	13.566	13.828	14.246	14.539	14.988	15.88	16.852	17.41	17.803	18.411	18.822	19.636	21.156
495	-0.4677	15.8766	0.08687	12.329	13.089	13.564	13.826	14.244	14.536	14.985	15.877	16.848	17.406	17.8	18.407	18.818	19.631	21.151
496	-0.4684	15.8735	0.08686	12.327	13.087	13.561	13.823	14.241	14.534	14.982	15.874	16.845	17.403	17.796	18.403	18.814	19.627	21.147
497	-0.469	15.8704	0.08686	12.325	13.084	13.559	13.821	14.238	14.531	14.979	15.87	16.842	17.399	17.793	18.4	18.811	19.624	21.144
498	-0.4697	15.8673	0.08685	12.323	13.082	13.557	13.818	14.236	14.528	14.976	15.867	16.838	17.396	17.789	18.396	18.807	19.62	21.139
499	-0.4704	15.8643	0.08684	12.322	13.08	13.554	13.816	14.233	14.526	14.974	15.864	16.835	17.392	17.785	18.392	18.803	19.616	21.135
500	-0.4711	15.8612	0.08683	12.32	13.078	13.552	13.814	14.231	14.523	14.971	15.861	16.832	17.389	17.782	18.389	18.799	19.612	21.131
501	-0.4717	15.8582	0.08683	12.318	13.076	13.55	13.811	14.228	14.52	14.968	15.858	16.829	17.386	17.779	18.385	18.796	19.609	21.128
502	-0.4724	15.8552	0.08682	12.316	13.073	13.547	13.809	14.226	14.518	14.965	15.855	16.825	17.382	17.775	18.382	18.792	19.605	21.123
503	-0.4731	15.8521	0.08681	12.314	13.071	13.545	13.806	14.223	14.515	14.962	15.852	16.822	17.379	17.771	18.378	18.788	19.601	21.119
504	-0.4737	15.8491	0.08681	12.312	13.069	13.543	13.804	14.221	14.512	14.96	15.849	16.819	17.375	17.768	18.374	18.785	19.597	21.116
505	-0.4744	15.8461	0.0868	12.31	13.067	13.54	13.802	14.218	14.51	14.957	15.846	16.815	17.372	17.765	18.371	18.781	19.593	21.112
506	-0.4751	15.8431	0.08679	12.309	13.065	13.538	13.799	14.216	14.507	14.954	15.843	16.812	17.369	17.761	18.367	18.777	19.589	21.108
507	-0.4757	15.8401	0.08678	12.307	13.063	13.536	13.797	14.213	14.505	14.952	15.84	16.809	17.365	17.757	18.363	18.773	19.585	21.103
508	-0.4764	15.8372	0.08678	12.305	13.061	13.534	13.794	14.211	14.502	14.949	15.837	16.806	17.362	17.754	18.36	18.77	19.582	21.1
509	-0.477	15.8342	0.08677	12.303	13.059	13.531	13.792	14.208	14.5	14.946	15.834	16.803	17.359	17.751	18.357	18.766	19.578	21.096
510	-0.4777	15.8313	0.08676	12.301	13.057	13.529	13.79	14.206	14.497	14.943	15.831	16.799	17.355	17.747	18.353	18.763	19.574	21.092
511	-0.4783	15.8283	0.08676	12.299	13.054	13.527	13.787	14.203	14.494	14.941	15.828	16.796	17.352	17.744	18.35	18.759	19.571	21.088
512	-0.479	15.8254	0.08675	12.298	13.052	13.525	13.785	14.201	14.492	14.938	15.825	16.793	17.349	17.741	18.346	18.756	19.567	21.084
513	-0.4797	15.8224	0.08674	12.296	13.05	13.523	13.783	14.198	14.489	14.935	15.822	16.79	17.345	17.737	18.342	18.752	19.563	21.08
514	-0.4803	15.8195	0.08673	12.294	13.048	13.52	13.781	14.196	14.487	14.933	15.82	16.787	17.342	17.734	18.339	18.748	19.56	21.076
515	-0.481	15.8166	0.08673	12.292	13.046	13.518	13.778	14.193	14.484	14.93	15.817	16.784	17.339	17.731	18.336	18.745	19.556	21.073
516	-0.4816	15.8137	0.08672	12.291	13.044	13.516	13.776	14.191	14.482	14.927	15.814	16.78	17.336	17.727	18.332	18.742	19.552	21.069
517	-0.4823	15.8108	0.08671	12.289	13.042	13.514	13.774	14.189	14.479	14.925	15.811	16.777	17.332	17.724	18.329	18.738	19.549	21.065
518	-0.4829	15.808	0.08671	12.287	13.04	13.511	13.771	14.186	14.477	14.922	15.808	16.774	17.329	17.721	18.325	18.735	19.546	21.062
519	-0.4836	15.8051	0.0867	12.285	13.038	13.509	13.769	14.184	14.474	14.919	15.805	16.771	17.326	17.717	18.322	18.731	19.542	21.058
520	-0.4842	15.8022	0.08669	12.284	13.036	13.507	13.767	14.181	14.472	14.917	15.802	16.768	17.323	17.714	18.318	18.727	19.538	21.054
521	-0.4848	15.7994	0.08668	12.282	13.034	13.505	13.765	14.179	14.469	14.914	15.799	16.765	17.319	17.711	18.315	18.724	19.534	21.05
522	-0.4855	15.7965	0.08668	12.28	13.032	13.503	13.762	14.177	14.467	14.912	15.797	16.762	17.316	17.707	18.312	18.721	19.531	21.047
523	-0.4861	15.7937	0.08667	12.278	13.03	13.501	13.76	14.174	14.464	14.909	15.794	16.759	17.313	17.704	18.308	18.717	19.527	21.043
524	-0.4868	15.7909	0.08666	12.277	13.028	13.499	13.758	14.172	14.462	14.907	15.791	16.756	17.31	17.701	18.305	18.714	19.524	21.039
525	-0.4874	15.7881	0.08666	12.275	13.026	13.496	13.756	14.17	14.459	14.904	15.788	16.753	17.307	17.698	18.302	18.71	19.52	21.036
526	-0.488	15.7853	0.08665	12.273	13.024	13.494	13.753	14.167	14.457	14.901	15.785	16.75	17.304	17.694	18.298	18.707	19.517	21.032
527	-0.4887	15.7825	0.08664	12.272	13.022	13.492	13.751	14.165	14.455	14.899	15.783	16.747	17.3	17.691	18.295	18.703	19.513	21.028
528	-0.4893	15.7797	0.08664	12.27	13.02	13.49	13.749	14.163	14.452	14.896	15.78	16.744	17.297	17.688	18.292	18.7	19.51	21.025
529	-0.49	15.7769	0.08663	12.268	13.018	13.488	13.747	14.16	14.45	14.894	15.777	16.74	17.294	17.685	18.288	18.697	19.506	21.021
530	-0.4906	15.7742	0.08662	12.267	13.016	13.486	13.745	14.158	14.447	14.891	15.774	16.738	17.291	17.682	18.285	18.693	19.503	21.017
531	-0.4912	15.7714	0.08662	12.265	13.014	13.484	13.742	14.156	14.445	14.889	15.771	16.735	17.288	17.678	18.282	18.69	19.5	21.014
532	-0.4919	15.7687	0.08661	12.263	13.013	13.482	13.74	14.153	14.443	14.886	15.769	16.732	17.285	17.675	18.278	18.687	19.496	21.01
533	-0.4925	15.7659	0.0866	12.261	13.011	13.48	13.738	14.151	14.44	14.884	15.766	16.729	17.282	17.672	18.275	18.683	19.492	21.006
534	-0.4931	15.7632	0.0866	12.26	13.009	13.477	13.736	14.149	14.438	14.881	15.763	16.726	17.279	17.669	18.272	18.68	19.489	21.003
535	-0.4937	15.7605	0.08659	12.258	13.007	13.475	13.734	14.147	14.436	14.879	15.761	16.723	17.276	17.666	18.269	18.677	19.486	20.999
536	-0.4944	15.7578	0.08658	12.257	13.005	13.473	13.732	14.144	14.433	14.876	15.758	16.72	17.273	17.663	18.265	18.673	19.482	20.996
537	-0.495	15.7551	0.08657	12.255	13.003	13.471	13.73	14.142	14.431	14.874	15.755	16.717	17.269	17.659	18.262	18.67	19.479	20.992
538	-0.4956	15.7524	0.08657	12.253	13.001	13.469	13.727	14.14	14.429	14.871	15.752	16.714	17.267	17.656	18.259	18.667	19.476	20.989
539	-0.4962	15.7497	0.08656	12.252	12.999	13.467	13.725	14.138	14.426	14.869	15.75	16.711	17.263	17.653	18.256	18.664	19.472	20.985
540	-0.4969	15.747	0.08655	12.25	12.997	13.465	13.723	14.135	14.424	14.866	15.747	16.708	17.26	17.65	18.252	18.66	19.468	20.981
541	-0.4975	15.7444	0.08655	12.248	12.995	13.463	13.721	14.133	14.422	14.864	15.744	16.705	17.258	17.647	18.25	18.657	19.465	20.978
542	-0.4981	15.7417	0.08654	12.247	12.994	13.461	13.719	14.131	14.419	14.862	15.742	16.702	17.254	17.644	18.246	18.654	19.462	20.975
543	-0.4987	15.7391	0.08653	12.245	12.992	13.459	13.717	14.129	14.417	14.859	15.739	16.699	17.251	17.641	18.243	18.651	19.458	20.971
544	-0.4993	15.7364	0.08653	12.243	12.99	13.457	13.715	14.126	14.415	14.857	15.736	16.697	17.249	17.638	18.24	18.648	19.455	20.968
545	-0.5	15.7338	0.08652	12.242	12.988	13.455	13.713	14.124	14.412	14.854	15.734	16.694	17.246	17.635	18.237	18.644	19.452	20.964
546	-0.5006	15.7312	0.08651	12.24	12.986	13.453	13.711	14.122	14.41	14.852	15.731	16.691	17.243	17.632	18.234	18.641	19.449	20.961
547	-0.5012	15.7286	0.08651	12.239	12.984	13.451	13.709	14.12	14.408	14.85	15.729	16.688	17.24	17.629	18.231	18.638	19.446	20.958
548	-0.5018	15.726	0.0865	12.237	12.983	13.449	13.707	14.118	14.406	14.847	15.726	16.685	17.237	17.626	18.227	18.635	19.442	20.954
549	-0.5024	15.7234	0.08649	12.236	12.981	13.447	13.705	14.116	14.403	14.845	15.723	16.682	17.234	17.623	18.224	18.631	19.439	20.95
550	-0.503	15.7208	0.08649	12.234	12.979	13.445	13.703	14.113	14.401	14.842	15.721	16.68	17.231	17.62	18.221	18.629	19.436	20.947
551	-0.5036	15.7183	0.08648	12.233	12.977	13.443	13.701	14.111	14.399	14.84	15.718	16.677	17.228	17.617	18.218	18.625	19.432	20.944
552	-0.5043	15.7157	0.08647	12.231	12.975	13.442	13.699	14.109	14.397	14.838	15.716	16.674	17.225	17.614	18.215	18.622	19.429	20.94
553	-0.5049	15.7132	0.08647	12.229	12.974	13.44	13.697	14.107	14.395	14.835	15.713	16.671	17.222	17.611	18.212	18.619	19.426	20.938
554	-0.5055	15.7106	0.08646	12.228	12.972	13.438	13.695	14.105	14.392	14.833	15.711	16.669	17.219	17.608	18.209	18.616	19.423	20.934
555	-0.5061	15.7081	0.08645	12.227	12.97	13.436	13.693	14.103	14.39	14.831	15.708	16.666	17.217	17.605	18.206	18.613	19.419	20.93
556	-0.5067	15.7056	0.08645	12.225	12.968	13.434	13.691	14.101	14.388	14.829	15.706	16.663	17.214	17.602	18.203	18.61	19.417	20.928
557	-0.5073	15.703	0.08644	12.223	12.967	13.432	13.689	14.099	14.386	14.826	15.703	16.66	17.211	17.599	18.2	18.607	19.413	20.924
558	-0.5079	15.7005	0.08643	12.222	12.965	13.43	13.687	14.097	14.384	14.824	15.701	16.658	17.208	17.596	18.197	18.604	19.41	20.92
559	-0.5085	15.698	0.08643	12.22	12.963	13.428	13.685	14.094	14.381	14.822	15.698	16.655	17.205	17.594	18.194	18.601	19.407	20.918
560	-0.5091	15.6956	0.08642	12.219	12.961	13.426	13.683	14.092	14.379	14.819	15.696	16.652	17.203	17.591	18.191	18.598	19.404	20.914
561	-0.5097	15.6931	0.08642	12.217	12.959	13.424	13.681	14.09	14.377	14.817	15.693	16.65	17.2	17.588	18.188	18.595	19.401	20.911
562	-0.5103	15.6906	0.08641	12.216	12.958	13.422	13.679	14.088	14.375	14.815	15.691	16.647	17.197	17.585	18.185	18.592	19.398	20.908
